,v^0,v^1,v^2,v^3,v^4,v^5,v^6,v^7,v^8,v^9,v^10,v^11,v^12,v^13,v^14,v^15,v^16,v^17,v^18,v^19,v^20,v^21,v^22,v^23,v^24,v^25,v^26,v^27,v^28,v^29,v^30,v^31,v^32,v^33,v^34,v^35,v^36,v^37,v^38,v^39,v^40,v^41,v^42,v^43,v^44,v^45,v^46,v^47,v^48,v^49,v^50,v^51,v^52,v^53,v^54,v^55,v^56,v^57,v^58,v^59,v^60,v^61,v^62,v^63,v^64,v^65,v^66,v^67,v^68,v^69,v^70,v^71,v^72,v^73,v^74,v^75,v^76,v^77,v^78,v^79,v^80,v^81,v^82,v^83,v^84,v^85,v^86,v^87,v^88,v^89,v^90,v^91,v^92,v^93,v^94,v^95,v^96,v^97,v^98,v^99
26,0,-1.414973347970818,-2.7061497983740743,-3.890975572363031,-4.977651981698992,-5.97153236240954,-6.877588305275665,-7.701131777084254,-8.447845565724782,-9.123599336566587,-9.734244868134125,-10.285454458959617,-10.782613142654757,-11.23075679110006,-11.634544097429092,-11.998251567456897,-12.325783143150929,-12.620688498469612,-12.886185971163494,-13.12518749604506,-13.340323878451565,-13.533969401473719,-13.708265191170643,-13.865141041658191,-14.006335577371766,-14.133414737885474,-14.247788634950794,-14.350726867539036,-14.44337239892156,-14.526754106915563,-14.601798118712578,-14.66933803799143,-14.730124166081728,-14.784831811914065,-14.834068778066912,-14.87838210282138,-14.918264131010478,-14.95415797973459,-14.986462458774369,-15.015536499787633,-15.041703143123302,-15.065253126303029,-15.086448113881666,-15.10552360446934,-15.122691547147337,-15.138142696304833,-15.152048731032579,-15.164564162603616,-15.175828051223101,-15.185965551114313,-15.195089301103343,-15.203300676150004,-15.21069091372877,-15.21734212757357,-15.223328220049442,-15.228715703287842,-15.233564438208978,-15.237928299642277,-15.24185577493503,-15.245390502700314,-15.248571757690247,-15.251434887181953,-15.254011703724984,-15.256330838614039,-15.258418060014396,-15.260296559274856,-15.261987208609357,-15.263508793010468,-15.264878218971504,-15.26611070233646,-15.267219937364938,-15.268218248890578,-15.269116729263661,-15.26992536159944,-15.270653130701644,-15.27130812289363,-15.271897615866418,-15.272428159541928,-15.272905648849887,-15.27333538922705,-15.273722155566498,-15.274070245272002,-15.274383526006956,-15.274665478668412,-15.274919236063724,-15.275147617719504,-15.275353161209708,-15.27553815035089,-15.275704640577954,-15.275854481782313,-15.275989338866236,-15.276110710241763,-15.27621994447974,-15.27631825529392,-15.276406735026681,-15.276486366786166,-15.276558035369703,-15.276622537094886,-15.276680588647551,-15.27673283504495
27,0,-1.4313637641589874,-2.7336726322036413,-3.9257476184677738,-5.0170323921364375,-6.013805778246862,-6.921668620813756,-7.7463401678186905,-8.49375988042967,-9.16995706858637,-9.780882331752405,-10.332269157947326,-10.829540591097055,-11.27775622529649,-11.68158963574213,-12.04532671256214,-12.372877343563834,-12.667794986004312,-12.933300393822268,-13.172307049778052,-13.387446753538372,-13.581094428313937,-13.755391613007067,-13.912268368396399,-14.05346349137276,-14.180543033153373,-14.294917177824646,-14.397855571256445,-14.490501207143879,-14.573882983049435,-14.648927038984297,-14.716466986952987,-14.777253133693574,-14.831960791650754,-14.881197765686643,-14.92551109556658,-14.965393127088346,-15.001286977979488,-15.033591458428395,-15.062665500357975,-15.088832144289508,-15.112382127856725,-15.133577115687345,-15.15265260643889,-15.169820549223452,-15.185271698450249,-15.199177733223065,-15.211693164823412,-15.222957053461956,-15.233094553365564,-15.242218303362653,-15.250429678414559,-15.257819915996734,-15.264471129843752,-15.270457222321067,-15.275844705560404,-15.28069344048215,-15.285057301915845,-15.288984777208855,-15.292519504974308,-15.295700759964351,-15.298563889456126,-15.301140705999206,-15.303459840888287,-15.305547062288666,-15.307425561549136,-15.309116210883646,-15.310637795284762,-15.312007221245803,-15.313239704610762,-15.314348939639242,-15.315347251164882,-15.316245731537967,-15.317054363873746,-15.31778213297595,-15.318437125167936,-15.319026618140724,-15.319557161816233,-15.320034651124192,-15.320464391501357,-15.320851157840803,-15.321199247546307,-15.32151252828126,-15.32179448094272,-15.322048238338029,-15.32227661999381,-15.322482163484013,-15.322667152625195,-15.32283364285226,-15.322983484056618,-15.32311834114054,-15.32323971251607,-15.323348946754045,-15.323447257568226,-15.323535737300988,-15.323615369060471,-15.323687037644008,-15.32375153936919,-15.323809590921856,-15.323861837319255
28,0,-1.4471580313422192,-2.7602665866509994,-3.959425083867183,-5.055244588050083,-6.054883063534181,-6.96454543310738,-7.790345794088601,-8.538474659473946,-9.215118701669564,-9.8263265737927,-10.37789281330043,-10.875278558482105,-11.323567264421142,-11.72744751868406,-12.091214699468402,-12.418784716925927,-12.713714865666454,-12.979228353028859,-13.218240234913479,-13.433383322181017,-13.627033189365024,-13.80133179561249,-13.958209473235783,-14.09940519477764,-14.226485125191667,-14.340859522267838,-14.443798079668403,-14.53644382209542,-14.61982566723692,-14.694869768171538,-14.762409745390919,-14.823195911146705,-14.877903581466134,-14.927140563539508,-14.97145389864538,-15.01133593356516,-15.047229786665838,-15.07953426855152,-15.108608311415395,-15.134774955954493,-15.158324939916803,-15.179519928004357,-15.198595418922986,-15.215763361816206,-15.231214511113668,-15.245120545932437,-15.25763597756267,-15.268899866220648,-15.279037366136897,-15.288161116142206,-15.296372491199456,-15.303762728785106,-15.310413942634385,-15.31640003511317,-15.321787518353462,-15.326636253275831,-15.331000114709932,-15.334927590003204,-15.338462317768828,-15.341643572758981,-15.34450670225083,-15.347083518793955,-15.34940265368307,-15.351489875083466,-15.353368374343951,-15.35505902367847,-15.356580608079591,-15.357950034040634,-15.359182517405596,-15.360291752434078,-15.36129006395972,-15.362188544332803,-15.362997176668582,-15.363724945770787,-15.364379937962774,-15.364969430935561,-15.36549997461107,-15.36597746391903,-15.366407204296195,-15.366793970635642,-15.367142060341147,-15.367455341076099,-15.367737293737557,-15.367991051132869,-15.36821943278865,-15.368424976278853,-15.368609965420033,-15.368776455647097,-15.368926296851456,-15.369061153935379,-15.369182525310908,-15.369291759548885,-15.369390070363064,-15.369478550095826,-15.369558181855309,-15.369629850438846,-15.36969435216403,-15.369752403716696,-15.369804650114093
29,0,-1.462397997898956,-2.785992743770011,-3.992075794172799,-5.09235756060389,-6.094832413914631,-7.006285748075635,-7.83321462467662,-8.582055105369687,-9.259148913634972,-9.870641926617468,-10.422389534551217,-10.919891012049694,-11.368253785219073,-11.772181565485266,-12.135979310808848,-12.463569022534735,-12.75851188183814,-13.024033583608837,-13.263050780140068,-13.478197309119416,-13.671849406821517,-13.84614945953825,-14.003028075665528,-14.144224406388298,-14.271304732357114,-14.385679386348638,-14.488618110656088,-14.581263961535958,-14.664645877158986,-14.739690023904101,-14.807230030901792,-14.8680162160161,-14.922723898921156,-14.971960889177334,-15.016274229603681,-15.056156267982972,-15.092050123333188,-15.124354606681662,-15.153428650496759,-15.179595295654426,-15.20314528001899,-15.224340268368133,-15.243415759456873,-15.260583702460723,-15.27603485183013,-15.289940886695684,-15.302456318356343,-15.31372020703411,-15.323857706963226,-15.332981456976903,-15.341192832039598,-15.348583069628786,-15.355234283480367,-15.361220375960649,-15.366607859201915,-15.371456594124915,-15.375820455559428,-15.37974793085297,-15.383282658618768,-15.386463913609035,-15.389327043100957,-15.39190385964413,-15.394222994533274,-15.396310215933692,-15.398188715194191,-15.399879364528719,-15.401400948929844,-15.40277037489089,-15.404002858255854,-15.405112093284336,-15.40611040480998,-15.407008885183066,-15.407817517518845,-15.408545286621049,-15.409200278813035,-15.409789771785823,-15.410320315461334,-15.410797804769294,-15.411227545146458,-15.411614311485906,-15.411962401191408,-15.412275681926362,-15.412557634587818,-15.412811391983132,-15.413039773638912,-15.413245317129114,-15.413430306270298,-15.413596796497362,-15.413746637701719,-15.413881494785642,-15.414002866161171,-15.414112100399148,-15.414210411213327,-15.414298890946087,-15.414378522705574,-15.41445019128911,-15.414514693014294,-15.414572744566957,-15.414624990964356
30,0,-1.4771212547196624,-2.810906280808166,-4.023761295565883,-5.128434105806129,-6.133716010465753,-7.046950712436466,-7.875006876698614,-8.624560736762245,-9.302106739358095,-9.913887103916453,-10.465817826917165,-10.963436323270217,-11.411874073805006,-11.815850007873342,-12.179678743639537,-12.507288435308883,-12.802244195274803,-13.067774237236826,-13.306796831298259,-13.521946856438639,-13.715601220347216,-13.889902742884777,-14.04678231277541,-14.187979262640482,-14.315059990661856,-14.429434905804616,-14.532373799778997,-14.625019760909451,-14.708401748184594,-14.783445941502245,-14.85098597877423,-14.911772183569834,-14.966479879270535,-15.015716877846167,-15.060030223681881,-15.099912265578517,-15.135806123215888,-15.16811060805162,-15.197184652833858,-15.223351298620443,-15.246901283393996,-15.268096272009105,-15.287171763270807,-15.304339706387138,-15.319790855829691,-15.333696890742818,-15.346212322434411,-15.357476211132298,-15.367613711074497,-15.376737461096683,-15.384948836164911,-15.3923390737577,-15.398990287611621,-15.404976380093425,-15.41036386333568,-15.415212598259325,-15.419576459694255,-15.42350393498807,-15.427038662754045,-15.430219917744425,-15.433083047236424,-15.435659863779644,-15.437978998668822,-15.44006622006926,-15.441944719329772,-15.443635368664307,-15.445156953065439,-15.44652637902649,-15.447758862391456,-15.44886809741994,-15.449866408945585,-15.45076488931867,-15.451573521654451,-15.452301290756656,-15.452956282948643,-15.45354577592143,-15.45407631959694,-15.454553808904901,-15.454983549282064,-15.455370315621511,-15.455718405327016,-15.45603168606197,-15.456313638723426,-15.456567396118738,-15.456795777774518,-15.457001321264721,-15.457186310405904,-15.457352800632968,-15.457502641837326,-15.457637498921247,-15.457758870296777,-15.457868104534754,-15.457966415348933,-15.458054895081695,-15.45813452684118,-15.458206195424717,-15.4582706971499,-15.458328748702565,-15.458380995099963
31,0,-1.4913616938342726,-2.8350572101133595,-4.054537612568144,-5.163531553822322,-6.171590718678418,-7.086596291208105,-7.915777679939147,-8.666046045169917,-9.344046223210684,-9.956115850699367,-10.508231239875881,-11.005967915579049,-11.454481472888142,-11.858506136983047,-12.222366256151936,-12.549996192375433,-12.844965029612572,-13.110503528892552,-13.349531597803148,-13.564685169970495,-13.75834183346291,-13.932644847680383,-14.089525385628745,-14.230722963972957,-14.35780410014011,-14.472179280407763,-14.575118346639048,-14.66776441970746,-14.751146479733663,-14.826190720339373,-14.893730788351423,-14.95451701313146,-15.009224721825076,-15.058461728848515,-15.10277508017711,-15.142657125645412,-15.178550985605279,-15.210855471951266,-15.23992951771559,-15.266096164140825,-15.289646149329688,-15.310841138214878,-15.329916629652223,-15.347084572882771,-15.362535722399604,-15.376441757361038,-15.388957189084048,-15.400221077802364,-15.410358577757851,-15.419482327788677,-15.427693702862523,-15.435083940458966,-15.441735154315264,-15.447721246798613,-15.453108730041876,-15.457957464966173,-15.46232132640153,-15.466248801695619,-15.469783529461774,-15.472964784452273,-15.475827913944345,-15.478404730487618,-15.480723865376826,-15.482811086777286,-15.48468958603781,-15.486380235372355,-15.487901819773493,-15.489271245734548,-15.490503729099517,-15.491612964128002,-15.492611275653646,-15.493509756026732,-15.494318388362514,-15.495046157464719,-15.495701149656705,-15.496290642629493,-15.496821186305004,-15.497298675612964,-15.497728415990128,-15.498115182329576,-15.498463272035078,-15.498776552770032,-15.499058505431488,-15.499312262826802,-15.499540644482583,-15.499746187972784,-15.499931177113968,-15.500097667341032,-15.500247508545389,-15.500382365629312,-15.500503737004841,-15.500612971242818,-15.500711282056997,-15.500799761789757,-15.500879393549244,-15.50095106213278,-15.501015563857964,-15.501073615410627,-15.501125861808026
32,0,-1.505149978319906,-2.858491006152078,-4.084455893698159,-5.197702392267952,-6.208508686521057,-7.125273847494106,-7.9555776452652935,-8.706561056773435,-9.385016977079076,-9.997377499163747,-10.549678921787553,-11.04753481826224,-11.496124935212363,-11.900198856521952,-12.264090720666827,-12.591741145955103,-12.886723224184195,-13.15227028963226,-13.391303905387272,-13.606461072017787,-13.80012006625869,-13.974424592585788,-14.131306111961905,-14.272504327523764,-14.399585877542306,-14.513961326657245,-14.616900567572433,-14.709546754160419,-14.792928887967976,-14.867973176532685,-14.935513275721613,-14.99629952077041,-15.051007242641983,-15.10024425823364,-15.144557615133458,-15.184439664224401,-15.220333526539923,-15.252638014417728,-15.281712061178176,-15.307878708251183,-15.331428693861294,-15.352623683020429,-15.371699174635921,-15.388867117982324,-15.404318267574501,-15.418224302584932,-15.430739734339806,-15.442003623078843,-15.452141123047806,-15.461264873087398,-15.469476248166943,-15.476866485767095,-15.483517699625802,-15.48950379211072,-15.494891275355,-15.499740010279961,-15.504103871715749,-15.50803134701012,-15.511566074776455,-15.514747329767074,-15.517610459259224,-15.520187275802545,-15.522506410691788,-15.524593632092268,-15.526472131352806,-15.52816278068736,-15.529684365088503,-15.531053791049562,-15.532286274414533,-15.53339550944302,-15.534393820968665,-15.535292301341752,-15.536100933677533,-15.53682870277974,-15.537483694971726,-15.538073187944516,-15.538603731620025,-15.539081220927985,-15.53951096130515,-15.539897727644597,-15.540245817350101,-15.540559098085053,-15.540841050746511,-15.541094808141821,-15.541323189797604,-15.541528733287807,-15.541713722428987,-15.541880212656052,-15.54203005386041,-15.542164910944333,-15.542286282319862,-15.54239551655784,-15.542493827372018,-15.54258230710478,-15.542661938864264,-15.5427336074478,-15.542798109172985,-15.54285616072565,-15.542908407123047
33,0,-1.5185139398778875,-2.8812491397439746,-4.113562964454127,-5.230994801613585,-6.244517858776733,-7.163030641198283,-7.994453353479933,-8.746151815467476,-9.425064660093085,-10.03771744652421,-10.590206096624073,-11.088182142535839,-11.536849499243626,-11.940973158216984,-12.304897098930466,-12.632568238563474,-12.927563709159717,-13.193119441690634,-13.432158671177568,-13.647319476415166,-13.840980830444355,-14.015286887937796,-14.1721694012236,-14.313368262166659,-14.440450231369692,-14.554825952812807,-14.657765370682243,-14.750411672269761,-14.833793880822968,-14.908838217974756,-14.976378348749536,-15.037164614333335,-15.091872349556153,-15.141109373828797,-15.185422736373221,-15.225304789134547,-15.261198653836784,-15.293503143266616,-15.322577191036329,-15.348743838765657,-15.37229382480258,-15.393488814239275,-15.412564306035268,-15.429732249499056,-15.44518339916757,-15.459089434227645,-15.471604866014804,-15.482868754774838,-15.493006254757455,-15.502130004805927,-15.510341379891248,-15.517731617495153,-15.524382831356306,-15.530368923842811,-15.535756407088124,-15.540605142013757,-15.54496900344998,-15.548896478744634,-15.552431206511157,-15.555612461501894,-15.558475590994123,-15.561052407537497,-15.56337154242677,-15.565458763827273,-15.567337263087826,-15.569027912422388,-15.570549496823537,-15.571918922784599,-15.573151406149572,-15.57426064117806,-15.57525895270371,-15.576157433076796,-15.576966065412579,-15.577693834514784,-15.57834882670677,-15.578938319679558,-15.57946886335507,-15.579946352663029,-15.580376093040195,-15.580762859379643,-15.581110949085145,-15.581424229820097,-15.581706182481556,-15.58195993987687,-15.58218832153265,-15.582393865022851,-15.582578854164034,-15.5827453443911,-15.582895185595456,-15.583030042679377,-15.583151414054909,-15.583260648292885,-15.583358959107064,-15.583447438839825,-15.58352707059931,-15.583598739182847,-15.58366324090803,-15.583721292460693,-15.583773538858091
34,0,-1.5314789170422551,-2.903369535550824,-4.1419018032193025,-5.263453117285331,-6.279662421481575,-7.199910260058606,-8.032447777769455,-8.784860800206442,-9.464231393031609,-10.077177567731928,-10.629854475711541,-11.127951492712096,-11.576696699989354,-11.980870532421097,-12.344826852588794,-12.672518913401678,-12.967527915884062,-13.233092408784362,-13.472137313977045,-13.687301798796705,-13.880965539607857,-14.055273146001815,-14.212156664823569,-14.353356178757313,-14.480438572118913,-14.594814569138304,-14.697754166081323,-14.790400584050323,-14.87378286824985,-14.948827254575473,-15.016367417318236,-15.077153703685836,-15.131861452421855,-15.181098485480897,-15.225411853738514,-15.265293910214854,-15.301187777332844,-15.333492268333593,-15.362566317124859,-15.388732965518505,-15.41228295198744,-15.433477941705075,-15.45255343368377,-15.469721377266373,-15.485172527012153,-15.499078562122477,-15.511593993942316,-15.522857882723603,-15.532995382720042,-15.5421191327775,-15.550330507868667,-15.557720745476374,-15.564371959339997,-15.57035805182811,-15.57574553507447,-15.580594270000782,-15.58495813143745,-15.58888560673239,-15.5924203344991,-15.59560158948996,-15.598464718982267,-15.601041535525692,-15.603360670414999,-15.605447891815523,-15.60732639107609,-15.609017040410663,-15.610538624811817,-15.611908050772882,-15.613140534137859,-15.61424976916635,-15.615248080691996,-15.616146561065086,-15.61695519340087,-15.617682962503075,-15.618337954695061,-15.61892744766785,-15.619457991343362,-15.619935480651321,-15.620365221028484,-15.620751987367933,-15.621100077073436,-15.62141335780839,-15.621695310469846,-15.62194906786516,-15.622177449520938,-15.622382993011142,-15.622567982152324,-15.622734472379388,-15.622884313583747,-15.62301917066767,-15.623140542043199,-15.623249776281176,-15.623348087095355,-15.623436566828117,-15.6235161985876,-15.623587867171137,-15.623652368896321,-15.623710420448985,-15.623762666846384
35,0,-1.5440680443502757,-2.9248869657063117,-4.169511952690629,-5.295118230271153,-6.313983187669562,-7.235952993845961,-8.069600650398534,-8.822727287195415,-9.502556117901126,-10.115796573549721,-10.668662614933437,-11.166881322888717,-11.615704925378932,-12.019929324304904,-12.38391829926167,-12.711631470356746,-13.006654132830445,-13.272227472035524,-13.5112781101689,-13.726446312487544,-13.920112465098924,-14.094421636850276,-14.251306172007624,-14.392506346006176,-14.519589168153447,-14.63396544377222,-14.736905221762182,-14.829551757399868,-14.912934118084866,-14.987978554131134,-15.05551874919806,-15.1163050565814,-15.171012818981618,-15.220249860925339,-15.264563234960116,-15.304445295193092,-15.340339164753916,-15.3726436573432,-15.401717707167482,-15.4278843562329,-15.451434343138692,-15.472629333140425,-15.491704825303872,-15.508872769006624,-15.524323918830543,-15.538229953991681,-15.550745385844566,-15.562009274647345,-15.572146774657758,-15.581270524724307,-15.589481899821385,-15.596872137432936,-15.603523351299058,-15.609509443788799,-15.614896927036215,-15.619745661963215,-15.62410952340033,-15.62803699869556,-15.63157172646246,-15.634752981453444,-15.63761611094583,-15.640192927489306,-15.642512062378648,-15.644599283779193,-15.646477783039774,-15.648168432374355,-15.649690016775518,-15.651059442736587,-15.652291926101567,-15.653401161130057,-15.654399472655708,-15.655297953028796,-15.65610658536458,-15.656834354466785,-15.657489346658771,-15.65807883963156,-15.658609383307072,-15.659086872615031,-15.659516612992197,-15.659903379331645,-15.660251469037147,-15.6605647497721,-15.660846702433558,-15.661100459828871,-15.661328841484652,-15.661534384974853,-15.661719374116037,-15.6618858643431,-15.662035705547458,-15.66217056263138,-15.66229193400691,-15.662401168244887,-15.662499479059065,-15.662587958791827,-15.662667590551312,-15.662739259134849,-15.662803760860031,-15.662861812412697,-15.662914058810093
36,0,-1.5563025007672873,-2.945833390011164,-4.1964298770777475,-5.326027935861256,-6.3475179335629495,-7.271196160572275,-8.105948782335952,-8.859787665525314,-9.540074911240385,-10.153610322510485,-10.706666225907156,-11.20500724766475,-11.653909726703308,-12.05818504412754,-12.422206922709089,-12.749941376102097,-13.044977815659145,-13.31056008000374,-13.549616503731544,-13.764788458507915,-13.958457046025943,-14.132767798354902,-14.289653359846934,-14.430854200465802,-14.55793745568968,-14.672314012712919,-14.775253973581716,-14.867900628083472,-14.95128306603347,-15.02632755230847,-15.093867780030576,-15.154654108645248,-15.209361884850038,-15.258598935769822,-15.302912315641231,-15.342794379669549,-15.37868825169839,-15.410992745892596,-15.44006679676055,-15.466233446504676,-15.48978343385184,-15.510978424140603,-15.530053916490713,-15.547221860314856,-15.562673010217718,-15.576579045430195,-15.589094477316468,-15.600358366140958,-15.610495866165493,-15.619619616241225,-15.627830991344275,-15.635221228959711,-15.64187244282836,-15.647858535319742,-15.653246018568225,-15.658094753495922,-15.662458614933488,-15.666386090229013,-15.669920817996102,-15.67310207298721,-15.675965202479679,-15.678542019023206,-15.680861153912582,-15.682948375313151,-15.684826874573744,-15.686517523908337,-15.688039108309503,-15.689408534270578,-15.69064101763556,-15.691750252664052,-15.692748564189703,-15.693647044562793,-15.694455676898576,-15.695183446000783,-15.69583843819277,-15.69642793116556,-15.69695847484107,-15.697435964149031,-15.697865704526194,-15.698252470865642,-15.698600560571146,-15.6989138413061,-15.699195793967558,-15.699449551362868,-15.699677933018648,-15.699883476508852,-15.700068465650034,-15.700234955877098,-15.700384797081457,-15.700519654165378,-15.700641025540907,-15.700750259778886,-15.700848570593065,-15.700937050325825,-15.70101668208531,-15.701088350668847,-15.70115285239403,-15.701210903946695,-15.701263150344094
37,0,-1.568201724066995,-2.966238251180257,-4.222689273457338,-5.356217238419928,-6.380301692708929,-7.305674391965075,-8.141526342934663,-8.896075713304214,-9.576821258164909,-10.190652093751096,-10.743898448113578,-11.242362313855196,-11.691344090080987,-12.095670638551132,-12.459725644051808,-12.787481535259316,-13.082531858342046,-13.3481231197869,-13.587185377324088,-13.802361116648784,-13.996032160325257,-14.170344507251897,-14.327231104300541,-14.46843261759166,-14.595516309856597,-14.7098931508776,-14.812833296319697,-14.905480070791686,-14.988862586728285,-15.063907123702464,-15.131447384386332,-15.19223373443204,-15.246941524571456,-15.29617858455197,-15.340491970315128,-15.380374038174654,-15.416267912694854,-15.448572408509166,-15.477646460430678,-15.503813110859937,-15.527363098652653,-15.548558089231166,-15.567633581769707,-15.584801525716392,-15.600252675698947,-15.61415871096325,-15.626674142883227,-15.637938031729636,-15.648075531768425,-15.657199281853428,-15.665410656962507,-15.672800894581863,-15.679452108453063,-15.685438200946102,-15.690825684195666,-15.695674419124062,-15.700038280562083,-15.703965755857906,-15.70750048362519,-15.71068173861642,-15.713544868108972,-15.716121684652553,-15.718440819541962,-15.720528040942552,-15.722406540203163,-15.724097189537764,-15.725618773938937,-15.726988199900015,-15.728220683265,-15.729329918293494,-15.730328229819145,-15.731226710192235,-15.73203534252802,-15.732763111630227,-15.733418103822215,-15.734007596795003,-15.734538140470514,-15.735015629778475,-15.73544537015564,-15.735832136495087,-15.73618022620059,-15.736493506935544,-15.736775459597,-15.737029216992314,-15.737257598648094,-15.737463142138296,-15.73764813127948,-15.737814621506544,-15.7379644627109,-15.738099319794824,-15.738220691170353,-15.73832992540833,-15.738428236222509,-15.738516715955269,-15.738596347714756,-15.738668016298291,-15.738732518023475,-15.738790569576139,-15.738842815973538
38,0,-1.5797835966168101,-2.986128732092081,-4.248321344183681,-5.385718618703946,-6.412367014253956,-7.339419884197988,-8.176365105543137,-8.931622840101664,-9.612826292935694,-10.226952826488223,-10.78039008773558,-11.278977238953912,-11.7280386746961,-12.132416728741998,-12.496505059787992,-12.824282528361849,-13.119346831092802,-13.384947154930005,-13.624015290181463,-13.839194843358168,-14.032868362641791,-14.207182317018896,-14.364069958089933,-14.505272149615143,-14.632356282567777,-14.74673340997366,-14.849673741549704,-14.942320637011212,-15.025703231599584,-15.100747819706749,-15.168288113635139,-15.229074485296119,-15.283782289490155,-15.333019358609532,-15.377332750315304,-15.417214822039146,-15.45310869907225,-15.48541319652069,-15.514487249504878,-15.540653900625207,-15.564203888867334,-15.585398879738108,-15.604474372466713,-15.621642316537002,-15.63709346659994,-15.65099950191652,-15.663514933870491,-15.674778822739011,-15.68491632279218,-15.694040072886532,-15.702251448001691,-15.709641685625002,-15.716292899498773,-15.722278991993486,-15.727666475244137,-15.732515210173242,-15.736879071611723,-15.740806546907846,-15.744341274675323,-15.74752252966668,-15.750385659159313,-15.75296247570295,-15.755281610592393,-15.757368831993006,-15.759247331253631,-15.76093798058824,-15.76245956498942,-15.763828990950502,-15.765061474315491,-15.766170709343987,-15.76716902086964,-15.76806750124273,-15.768876133578514,-15.769603902680721,-15.77025889487271,-15.770848387845499,-15.77137893152101,-15.77185642082897,-15.772286161206134,-15.772672927545583,-15.773021017251086,-15.77333429798604,-15.773616250647496,-15.77387000804281,-15.774098389698588,-15.774303933188792,-15.774488922329974,-15.774655412557038,-15.774805253761397,-15.77494011084532,-15.775061482220849,-15.775170716458824,-15.775269027273003,-15.775357507005765,-15.77543713876525,-15.775508807348787,-15.775573309073971,-15.775631360626635,-15.775683607024032
39,0,-1.591064607026499,-3.005529980764928,-4.273355036066001,-5.414562269131357,-6.443744190494204,-7.3724626188472016,-8.210494663923338,-8.96645830053037,-9.648119010848934,-10.262541330917422,-10.816169827978028,-11.314880621112017,-11.764022022572425,-12.168451820020444,-12.532573651366313,-12.860372821380157,-13.155451189861724,-13.421060634900748,-13.660134687577681,-13.875318081196436,-14.068994093779226,-14.24330966732181,-14.400198360143742,-14.541401234986882,-14.668485811963805,-14.782863227940508,-14.885803747080555,-14.978450764466078,-15.061833438316325,-15.136878077954508,-15.204418405386937,-15.265204798832315,-15.31991261719115,-15.369149695521145,-15.413463093216247,-15.453345168834813,-15.489239048400611,-15.521543547496057,-15.550617601551304,-15.576784253368153,-15.600334242063239,-15.621529233228584,-15.640604726148753,-15.657772670343624,-15.673223820487578,-15.687129855856847,-15.699645287845085,-15.710909176735887,-15.721046676803548,-15.730170426907325,-15.738381802028615,-15.745772039655911,-15.752423253532275,-15.758409346028673,-15.76379682928042,-15.768645564210237,-15.773009425649182,-15.776936900945605,-15.78047162871328,-15.783652883704766,-15.78651601319748,-15.78909282974117,-15.79141196463065,-15.793499186031285,-15.795377685291927,-15.797068334626545,-15.798589919027732,-15.799959344988817,-15.801191828353806,-15.802301063382306,-15.80329937490796,-15.804197855281052,-15.805006487616835,-15.805734256719044,-15.806389248911032,-15.806978741883821,-15.80750928555933,-15.807986774867292,-15.808416515244456,-15.808803281583904,-15.809151371289408,-15.809464652024362,-15.809746604685818,-15.81000036208113,-15.81022874373691,-15.810434287227114,-15.810619276368296,-15.81078576659536,-15.810935607799719,-15.81107046488364,-15.81119183625917,-15.811301070497146,-15.811399381311325,-15.811487861044087,-15.811567492803572,-15.81163916138711,-15.811703663112292,-15.811761714664957,-15.811813961062356
40,0,-1.6020599913279623,-3.0244653077994488,-4.297817251062329,-5.442776301505522,-6.474461457988452,-7.40483055821919,-8.24394262354035,-9.000609382986687,-9.682726455444664,-10.297444474520438,-10.851264414846595,-11.350099124604622,-11.799320743853407,-12.203802487027373,-12.567957970282675,-12.895778950774812,-13.19087146136134,-13.456490080097568,-13.695570085822663,-13.910757343825937,-14.104435865684982,-14.278753068996814,-14.435642820577767,-14.576846383355507,-14.70393140739023,-14.81830911392698,-14.921249821933383,-15.013896962094483,-15.097279715762847,-15.172324407295077,-15.239864768468326,-15.300651183852453,-15.35535901647666,-15.404596104082783,-15.44890950780987,-15.488791587350931,-15.524685469467501,-15.55698997022172,-15.586064025355675,-15.612230677874026,-15.635780667025314,-15.656975658487333,-15.67605115160044,-15.693219095920782,-15.708670246146337,-15.72257628156867,-15.73509171359142,-15.746355602504664,-15.756493102586921,-15.765616852700191,-15.773828227827652,-15.781218465458963,-15.787869679337938,-15.793855771836034,-15.799243255088886,-15.804091990019423,-15.808455851458834,-15.81238332675556,-15.815918054523433,-15.819099309515046,-15.821962439007846,-15.82453925555159,-15.826858390441105,-15.828945611841762,-15.830824111102418,-15.832514760437048,-15.834036344838239,-15.83540577079933,-15.836638254164322,-15.837747489192822,-15.838745800718476,-15.83964428109157,-15.840452913427354,-15.841180682529563,-15.841835674721551,-15.84242516769434,-15.842955711369852,-15.843433200677811,-15.843862941054976,-15.844249707394424,-15.844597797099928,-15.84491107783488,-15.845193030496338,-15.845446787891651,-15.845675169547432,-15.845880713037634,-15.846065702178816,-15.84623219240588,-15.846382033610238,-15.84651689069416,-15.84663826206969,-15.846747496307668,-15.846845807121847,-15.846934286854607,-15.847013918614094,-15.847085587197629,-15.847150088922811,-15.847208140475477,-15.847260386872874
