,v^0,v^1,v^2,v^3,v^4,v^5,v^6,v^7,v^8,v^9,v^10,v^11,v^12,v^13,v^14,v^15,v^16,v^17,v^18,v^19,v^20,v^21,v^22,v^23,v^24,v^25,v^26,v^27,v^28,v^29,v^30,v^31,v^32,v^33,v^34,v^35,v^36,v^37,v^38,v^39,v^40,v^41,v^42,v^43,v^44,v^45,v^46,v^47,v^48,v^49,v^50,v^51,v^52,v^53,v^54,v^55,v^56,v^57,v^58,v^59,v^60,v^61,v^62,v^63,v^64,v^65,v^66,v^67,v^68,v^69,v^70,v^71,v^72,v^73,v^74,v^75,v^76,v^77,v^78,v^79,v^80,v^81,v^82,v^83,v^84,v^85,v^86,v^87,v^88,v^89,v^90,v^91,v^92,v^93,v^94,v^95,v^96,v^97,v^98,v^99,v^100,v^101,v^102,v^103,v^104,v^105,v^106
24,0,-3.1780538303479458,-6.097333286188595,-8.790900332110116,-11.268629798670817,-13.494273204324125,-15.483267752885865,-17.263487169607846,-18.85978766466317,-20.2932593319537,-21.581739677878275,-22.74056110979985,-23.783113995643145,-24.72123295926273,-25.565459723229523,-26.32522867571815,-27.009005777635632,-27.624398988529226,-28.178250408015725,-28.676715737651094,-29.12533418970143,-29.52909068090435,-29.892471489327335,-30.219514210084863,-30.513852659365536,-30.77875726556233,-31.017171412626293,-31.231744145918537,-31.42485960640559,-31.598663521118137,-31.75508704449613,-31.895868215601958,-32.02257126962774,-32.13660401826476,-32.23923349204416,-32.33160001844822,-32.41472989221297,-32.489546778601685,-32.5568819763517,-32.61748365432676,-32.672025164504355,-32.721112523664196,-32.76529114690805,-32.80505190782752,-32.840836592655045,-32.873042808999806,-32.9020284037101,-32.92811543894936,-32.9515937706647,-32.972724269208506,-32.99174171789793,-33.00885742171841,-33.02426155515684,-33.03812527525143,-33.050602623336566,-33.06183223661318,-33.07193888856214,-33.0810348753162,-33.08922126339485,-33.09658901266564,-33.10321998700935,-33.109187863918685,-33.11455895313709,-33.11939293343365,-33.12374351570056,-33.12765903974078,-33.131183011376976,-33.13435458584955,-33.13720900287487,-33.13977797819766,-33.14209005598816,-33.144170925999624,-33.14604370900993,-33.14772921371921,-33.149246167957564,-33.15061142677208,-33.151840159705145,-33.1529460193449,-33.15394129302069,-33.154837039328896,-33.15564321100628,-33.15636876551592,-33.1570217645746,-33.15760946372742,-33.15813839296494,-33.15861442927872,-33.159042861961126,-33.15942845137529,-33.15977548184803,-33.1600878092735,-33.160368903956424,-33.160621889171054,-33.160849575864226,-33.16105449388808,-33.16123892010954,-33.16140490370886,-33.16155428894825,-33.161688735663695,-33.1618097377076,-33.16191863954712,-33.16201665120268,-33.16210486169268,-33.16218425113369,-33.16225570163059,-33.16232000707781,-33.1623778819803,-33.16242996939254
25,0,-3.2188758248682006,-6.165471429371195,-8.876543697530986,-11.365201985212284,-13.59698188323438,-15.58908800302551,-17.370781731038306,-18.967742284063526,-20.40149503603173,-21.690089163286743,-22.848954068168183,-23.891522359934186,-24.829646179666973,-25.67387414383816,-26.433643187653292,-27.117420133189835,-27.732813189588803,-28.28666450488227,-28.785129773854873,-29.233748193369845,-29.637504668055048,-30.000885468430386,-30.327928185396438,-30.62226663294241,-30.887171238366772,-31.12558538509579,-31.340158118246713,-31.53327357867589,-31.707077493365546,-31.863501016734865,-32.004282187837596,-32.13098524186237,-32.2450179904991,-32.34764746427845,-32.44001399068254,-32.523143864447306,-32.59796075083603,-32.66529594858605,-32.72589762656113,-32.78043913673872,-32.82952649589856,-32.87370511914242,-32.913465880061885,-32.94925056488941,-32.98145678123418,-33.01044237594447,-33.036529411183736,-33.060007742899074,-33.08113824144288,-33.1001556901323,-33.11727139395278,-33.132675527391214,-33.1465392474858,-33.15901659557093,-33.17024620884755,-33.18035286079651,-33.189448847550565,-33.19763523562922,-33.20500298490001,-33.21163395924372,-33.21760183615305,-33.22297292537146,-33.227806905668025,-33.232157487934934,-33.236073011975144,-33.23959698361134,-33.242768558083924,-33.245622975109235,-33.24819195043202,-33.25050402822254,-33.25258489823399,-33.254457681244304,-33.25614318595358,-33.25766014019194,-33.25902539900645,-33.26025413193951,-33.261359991579276,-33.26235526525505,-33.26325101156326,-33.264057183240645,-33.264782737750295,-33.265435736808975,-33.266023435961785,-33.26655236519932,-33.267028401513095,-33.2674568341955,-33.26784242360966,-33.2681894540824,-33.26850178150787,-33.2687828761908,-33.26903586140543,-33.2692635480986,-33.26946846612245,-33.26965289234391,-33.26981887594323,-33.26996826118262,-33.27010270789807,-33.270223709941966,-33.270332611781484,-33.27043062343705,-33.27051883392705,-33.270598223368054,-33.27066967386496,-33.270733979312176,-33.27079185421467,-33.27084394162691
26,0,-3.258096538021482,-6.231140185144987,-8.95930235012709,-11.458714001671616,-13.696536251337378,-15.691685944340142,-17.474804800405646,-19.072392799466062,-20.506406893813963,-21.79510370422971,-22.95400619995433,-23.99658692537489,-24.93471415798286,-25.7789426452969,-26.538711472503422,-27.22248812563141,-27.837880969154515,-28.39173215594196,-28.89019735445971,-29.338815737649632,-29.74257219442432,-30.10595298627705,-30.432995699309114,-30.727334145088697,-30.992238749740743,-31.230652896141063,-31.445225629156077,-31.638341089530876,-31.81214500419963,-31.96856852756132,-32.10934969866147,-32.23605275268548,-32.35008550132206,-32.45271497510142,-32.54508150150554,-32.62821137527034,-32.70302826165909,-32.77036345940912,-32.83096513738421,-32.8855066475618,-32.93459400672164,-32.9787726299655,-33.01853339088497,-33.05431807571249,-33.08652429205726,-33.11550988676755,-33.14159692200681,-33.16507525372215,-33.186205752265955,-33.20522320095538,-33.22233890477586,-33.23774303821429,-33.25160675830888,-33.264084106394016,-33.27531371967063,-33.28542037161959,-33.29451635837364,-33.3027027464523,-33.31007049572309,-33.3167014700668,-33.322669346976134,-33.32804043619454,-33.3328744164911,-33.33722499875801,-33.34114052279823,-33.344664494434426,-33.347836068907,-33.35069048593232,-33.3532594612551,-33.35557153904561,-33.357652409057074,-33.35952519206738,-33.361210696776666,-33.362727651015014,-33.36409290982953,-33.365321642762595,-33.36642750240236,-33.367422776078136,-33.36831852238634,-33.36912469406373,-33.36985024857337,-33.37050324763205,-33.37109094678487,-33.37161987602239,-33.37209591233618,-33.372524345018576,-33.37290993443274,-33.37325696490548,-33.373569292330956,-33.373850387013874,-33.37410337222851,-33.374331058921676,-33.37453597694552,-33.37472040316699,-33.37488638676631,-33.375035772005695,-33.375170218721145,-33.37529122076505,-33.37540012260457,-33.37549813426013,-33.37558634475013,-33.37566573419114,-33.37573718468804,-33.37580149013526,-33.37585936503775,-33.37591145244999
27,0,-3.295836866004329,-6.294513852037899,-9.039367945140771,-11.54935951307369,-13.79312605765648,-15.791245791117062,-17.575735978747566,-19.173915798915864,-20.608169808846927,-21.89695736093206,-23.0558911784646,-24.09848120100119,-25.03661033881009,-25.880838649247103,-26.640606944854643,-27.324383167996558,-27.939775740323746,-28.493626774657812,-28.992091893237948,-29.440710236512004,-29.844466674096463,-30.20784745701141,-30.53489016599703,-30.829228609993056,-31.094133213879697,-31.332547359960664,-31.547120092846548,-31.74023555317105,-31.914039467821123,-32.070462991176335,-32.21124416227448,-32.337947216298005,-32.45197996493455,-32.55460943871397,-32.64697596511815,-32.730105838883,-32.804922725271766,-32.87225792302181,-32.932859600996906,-32.987401111174506,-33.03648847033435,-33.0806670935782,-33.12042785449768,-33.156212539325196,-33.188418755669964,-33.21740435038026,-33.24349138561952,-33.26696971733486,-33.28810021587866,-33.30711766456808,-33.32423336838856,-33.33963750182699,-33.35350122192159,-33.36597857000672,-33.37720818328333,-33.38731483523229,-33.39641082198635,-33.404597210065006,-33.41196495933579,-33.4185959336795,-33.42456381058884,-33.42993489980725,-33.43476888010382,-33.43911946237071,-33.443034986410936,-33.446558958047135,-33.44973053251971,-33.45258494954503,-33.4551539248678,-33.457466002658315,-33.45954687266977,-33.46141965568009,-33.46310516038937,-33.464622114627716,-33.46598737344224,-33.467216106375304,-33.46832196601506,-33.46931723969084,-33.47021298599904,-33.47101915767643,-33.47174471218607,-33.47239771124475,-33.47298541039757,-33.4735143396351,-33.47399037594888,-33.47441880863128,-33.47480439804544,-33.47515142851819,-33.47546375594366,-33.47574485062658,-33.47599783584121,-33.47622552253438,-33.47643044055823,-33.4766148667797,-33.476780850379015,-33.4769302356184,-33.47706468233385,-33.47718568437776,-33.47729458621727,-33.47739259787283,-33.47748080836284,-33.47756019780384,-33.47763164830074,-33.477695953747954,-33.47775382865045,-33.4778059160627
28,0,-3.332204510175204,-6.355748695112149,-9.116913174939274,-11.637313598434174,-13.88692286950772,-15.887933712629502,-17.67373683252316,-19.272469832525598,-20.70694065767068,-21.995806184842102,-23.15476468505814,-24.197360715984892,-25.135490194385177,-25.97971760919541,-26.73948505338225,-27.423260708519795,-28.038652951922202,-28.592503810465388,-29.090968840043374,-29.539587140056693,-29.943343557304047,-30.30672433093381,-30.633767035793678,-30.928105478004664,-31.193010081139995,-31.431424226914157,-31.645996959679085,-31.839112419957956,-32.012916334591836,-32.169339857941814,-32.31012102903856,-32.43682408306187,-32.5508568316985,-32.653486305478054,-32.74585283188232,-32.82898270564721,-32.903799592036016,-32.97113478978608,-33.03173646776118,-33.08627797793877,-33.13536533709862,-33.17954396034248,-33.21930472126195,-33.25508940608947,-33.28729562243424,-33.31628121714453,-33.34236825238379,-33.36584658409913,-33.386977082642936,-33.40599453133236,-33.42311023515284,-33.43851436859127,-33.45237808868586,-33.464855436770996,-33.47608505004761,-33.48619170199657,-33.49528768875062,-33.50347407682928,-33.51084182610007,-33.51747280044378,-33.523440677353115,-33.52881176657152,-33.53364574686808,-33.53799632913499,-33.54191185317521,-33.545435824811406,-33.54860739928398,-33.5514618163093,-33.55403079163208,-33.55634286942259,-33.55842373943405,-33.56029652244436,-33.56198202715365,-33.563498981391994,-33.56486424020651,-33.566092973139575,-33.56719883277934,-33.56819410645512,-33.56908985276332,-33.56989602444071,-33.57062157895035,-33.57127457800903,-33.57186227716185,-33.572391206399374,-33.57286724271316,-33.573295675395556,-33.57368126480972,-33.57402829528246,-33.574340622707936,-33.574621717390855,-33.57487470260549,-33.57510238929866,-33.575307307322504,-33.57549173354397,-33.575657717143294,-33.575807102382676,-33.575941549098125,-33.57606255114203,-33.57617145298155,-33.57626946463711,-33.57635767512711,-33.57643706456812,-33.57650851506502,-33.57657282051224,-33.57663069541473,-33.57668278282697
29,0,-3.367295829986474,-6.414985360994407,-9.192094213764653,-11.722735089399627,-13.978082306543177,-15.98189998259879,-17.768952988099276,-19.36819747926116,-20.802860345934487,-22.091790271841923,-23.250766462105677,-24.29336507292805,-25.231493278182654,-26.07571906429553,-26.83548533472039,-27.5192602845413,-28.134652142425598,-28.68850280269918,-29.18696773473883,-29.635585988439654,-30.0393423843554,-30.40272314842818,-30.729765849119143,-31.02410428956035,-31.289008891966027,-31.527423037449243,-31.74199577010281,-31.935111230341313,-32.1089151449617,-32.265338668307784,-32.40611983940376,-32.53282289342716,-32.64685564206401,-32.74948511584373,-32.841851642248116,-32.92498151601308,-32.9997984024019,-33.067133600151976,-33.12773527812708,-33.18227678830469,-33.23136414746453,-33.27554277070839,-33.31530353162787,-33.35108821645539,-33.383294432800156,-33.412280027510455,-33.43836706274972,-33.46184539446506,-33.48297589300886,-33.50199334169828,-33.51910904551876,-33.53451317895719,-33.54837689905178,-33.56085424713691,-33.572083860413535,-33.58219051236249,-33.59128649911655,-33.599472887195205,-33.60684063646599,-33.6134716108097,-33.619439487719035,-33.62481057693744,-33.629644557234,-33.63399513950091,-33.63791066354113,-33.64143463517732,-33.6446062096499,-33.64746062667522,-33.65002960199801,-33.65234167978851,-33.65442254979997,-33.65629533281028,-33.65798083751956,-33.659497791757914,-33.66086305057243,-33.662091783505495,-33.66319764314525,-33.66419291682104,-33.66508866312924,-33.66589483480662,-33.66662038931627,-33.66727338837495,-33.66786108752776,-33.6683900167653,-33.66886605307908,-33.669294485761476,-33.669680075175634,-33.67002710564839,-33.670339433073856,-33.670620527756775,-33.670873512971404,-33.67110119966458,-33.671306117688424,-33.67149054390989,-33.67165652750921,-33.6718059127486,-33.67194035946405,-33.67206136150795,-33.67217026334746,-33.67226827500303,-33.67235648549303,-33.67243587493404,-33.67250732543094,-33.67257163087815,-33.67262950578065,-33.67268159319289
30,0,-3.4011973816621555,-6.472350899992218,-9.265052776936411,-11.805768546261932,-14.066745926513505,-16.07328078385909,-17.861515880590062,-19.46122706723379,-20.896055517941704,-22.185035469126998,-23.344022019848037,-24.386619655196494,-25.324744932622618,-26.168968347264066,-26.928733121475585,-27.61250723056092,-28.227898648028525,-28.78174908866618,-29.280213915270764,-29.72883211994759,-30.132588493708916,-30.49596924803613,-30.82301194455405,-31.1173503832585,-31.38225498496405,-31.620669130175582,-31.835241862728797,-32.02835732293277,-32.202161237542605,-32.35858476088622,-32.499365931982084,-32.626068986005876,-32.7401017346431,-32.842731208423054,-32.93509773482757,-33.018227608592596,-33.09304449498146,-33.16037969273156,-33.220981370706674,-33.27552288088428,-33.32461024004413,-33.36878886328798,-33.40854962420746,-33.44433430903498,-33.476540525379754,-33.505526120090046,-33.53161315532931,-33.55509148704465,-33.576221985588454,-33.59523943427788,-33.61235513809835,-33.62775927153678,-33.64162299163137,-33.6541003397165,-33.665329952993126,-33.67543660494208,-33.68453259169614,-33.692718979774796,-33.70008672904559,-33.70671770338929,-33.712685580298626,-33.71805666951703,-33.7228906498136,-33.72724123208051,-33.73115675612072,-33.73468072775692,-33.73785230222949,-33.74070671925481,-33.7432756945776,-33.745587772368104,-33.74766864237956,-33.74954142538988,-33.75122693009915,-33.75274388433751,-33.75410914315202,-33.755337876085086,-33.756443735724844,-33.75743900940063,-33.75833475570883,-33.75914092738621,-33.75986648189586,-33.76051948095454,-33.76110718010736,-33.76163610934489,-33.76211214565867,-33.76254057834107,-33.762926167755225,-33.76327319822798,-33.76358552565345,-33.76386662033637,-33.764119605551,-33.76434729224417,-33.76455221026802,-33.76473663648949,-33.764902620088804,-33.765052005328194,-33.76518645204364,-33.76530745408755,-33.76541635592705,-33.76551436758262,-33.765602578072624,-33.76568196751363,-33.76575341801053,-33.76581772345775,-33.765875598360246,-33.76592768577249
31,0,-3.4339872044851463,-6.527960469792309,-9.335917865683074,-11.886545937431524,-14.153042825459295,-16.162199728502863,-17.951544215713408,-19.55167410540204,-20.98663997730209,-22.275654793409053,-23.434644054825903,-24.47723704597856,-25.41535770857782,-26.259578004126176,-27.01934096208079,-27.703114098135803,-28.318505022557606,-28.872355223563552,-29.370819937587818,-29.81943809091635,-30.22319444189113,-30.58657518637477,-30.91361787875723,-31.20795631577665,-31.47286091681974,-31.711275061782306,-31.92584779424761,-32.11896325442346,-32.2927671690259,-32.44919069236853,-32.589971863464996,-32.716674917489485,-32.830707666127196,-32.93333713990745,-33.02570366631212,-33.10883354007723,-33.183650426466144,-33.250985624216256,-33.31158730219138,-33.36612881236899,-33.41521617152884,-33.45939479477269,-33.49915555569217,-33.53494024051969,-33.56714645686446,-33.596132051574756,-33.62221908681402,-33.64569741852936,-33.666827917073164,-33.68584536576258,-33.70296106958306,-33.71836520302149,-33.73222892311608,-33.74470627120121,-33.755935884477836,-33.76604253642678,-33.77513852318085,-33.783324911259506,-33.79069266053029,-33.797323634874,-33.803291511783335,-33.80866260100174,-33.81349658129831,-33.81784716356522,-33.82176268760543,-33.82528665924163,-33.8284582337142,-33.83131265073952,-33.83388162606231,-33.836193703852814,-33.83827457386427,-33.84014735687458,-33.84183286158386,-33.843349815822215,-33.84471507463673,-33.845943807569796,-33.84704966720955,-33.84804494088534,-33.84894068719354,-33.84974685887092,-33.85047241338057,-33.85112541243925,-33.85171311159206,-33.8522420408296,-33.85271807714338,-33.85314650982578,-33.853532099239935,-33.85387912971269,-33.85419145713816,-33.85447255182108,-33.85472553703571,-33.85495322372888,-33.855158141752725,-33.85534256797419,-33.85550855157351,-33.855657936812904,-33.85579238352835,-33.85591338557225,-33.85602228741176,-33.85612029906733,-33.856208509557334,-33.85628789899834,-33.85635934949524,-33.85642365494245,-33.856481529844956,-33.85653361725719
32,0,-3.4657359027997265,-6.581918779223324,-9.404807253821053,-11.965188074692158,-14.23709100187455,-16.248769140636,-18.03914518998632,-19.639642471121924,-21.074715862874616,-22.36374960460528,-23.522733624069037,-24.56531820327628,-25.503432540896384,-26.347648970010614,-27.10740979671059,-27.791181831842703,-28.406572213449948,-28.96042215646168,-29.458886751624576,-29.90750485171439,-30.311261179479782,-30.67464191411952,-31.001684602448375,-31.296023037854003,-31.56092763828069,-31.799341783020495,-32.01391451541174,-32.207029975566414,-32.380833890164816,-32.53725741350806,-32.67803858460581,-32.80474163863131,-32.91877438726965,-33.02140386105025,-33.11377038745511,-33.19690026122032,-33.271717147609266,-33.3390523453594,-33.399654023334534,-33.45419553351215,-33.503282892672004,-33.54746151591586,-33.587222276835334,-33.62300696166286,-33.65521317800763,-33.68419877271792,-33.710285807957185,-33.73376413967252,-33.75489463821633,-33.773912086905746,-33.791027790726226,-33.806431924164656,-33.82029564425925,-33.83277299234438,-33.844002605621,-33.85410925756996,-33.863205244324014,-33.87139163240267,-33.87875938167346,-33.88539035601716,-33.8913582329265,-33.89672932214491,-33.901563302441474,-33.90591388470838,-33.90982940874859,-33.91335338038479,-33.916524954857366,-33.919379371882684,-33.92194834720547,-33.92426042499598,-33.92634129500744,-33.92821407801775,-33.929899582727025,-33.93141653696538,-33.932781795779896,-33.93401052871296,-33.93511638835272,-33.9361116620285,-33.937007408336704,-33.93781358001409,-33.93853913452374,-33.93919213358242,-33.93977983273523,-33.940308761972766,-33.94078479828654,-33.94121323096895,-33.941598820383106,-33.94194585085585,-33.94225817828132,-33.94253927296425,-33.942792258178876,-33.94301994487204,-33.943224862895896,-33.943409289117355,-33.94357527271668,-33.94372465795607,-33.94385910467152,-33.943980106715415,-33.94408900855493,-33.94418702021049,-33.9442752307005,-33.9443546201415,-33.94442607063841,-33.944490376085625,-33.94454825098812,-33.944600338400356
33,0,-3.4965075614664802,-6.634321318376394,-9.471828761044467,-12.041805846000214,-14.318998524258681,-16.333091138626802,-18.12441550402331,-19.725225387238794,-21.160374613391244,-22.449410568387417,-23.60838110845273,-24.650953424260933,-25.589059713383357,-26.433271534441623,-27.193029922706597,-27.87680073475436,-28.492190527246606,-29.046040195802206,-29.544504666800183,-29.993122712241046,-30.396879016601673,-30.760259741501603,-31.087302425905328,-31.381640859788654,-31.64654545965354,-31.88495960420031,-32.09953233653273,-32.29264779667372,-32.46645171127163,-32.6228752346171,-32.76365640571688,-32.89035945974372,-33.00439220838283,-33.10702168216384,-33.1993882085689,-33.2825180823342,-33.3573349687232,-33.424670166473355,-33.4852718444485,-33.53981335462611,-33.58890071378597,-33.633079337029834,-33.672840097949305,-33.70862478277683,-33.74083099912159,-33.769816593831884,-33.79590362907115,-33.81938196078649,-33.84051245933029,-33.85952990801972,-33.876645611840196,-33.89204974527863,-33.90591346537322,-33.91839081345835,-33.929620426734964,-33.93972707868392,-33.948823065437985,-33.95700945351663,-33.964377202787425,-33.97100817713113,-33.97697605404047,-33.98234714325888,-33.987181123555445,-33.99153170582235,-33.99544722986256,-33.99897120149876,-34.002142775971336,-34.004997192996655,-34.00756616831944,-34.00987824610995,-34.01195911612141,-34.013831899131716,-34.015517403840995,-34.01703435807935,-34.018399616893866,-34.01962834982693,-34.02073420946669,-34.02172948314247,-34.022625229450675,-34.02343140112806,-34.02415695563771,-34.02480995469639,-34.025397653849204,-34.02592658308673,-34.02640261940051,-34.02683105208291,-34.02721664149708,-34.027563671969816,-34.027875999395285,-34.02815709407821,-34.02841007929284,-34.02863776598601,-34.02884268400987,-34.029027110231326,-34.02919309383065,-34.02934247907004,-34.02947692578548,-34.029597927829386,-34.0297068296689,-34.02980484132446,-34.02989305181447,-34.029972441255474,-34.03004389175238,-34.030108197199596,-34.030166072102084,-34.03021815951433
34,0,-3.5263605246161616,-6.685255412012374,-9.537081348737924,-12.116501279414504,-14.398864533600996,-16.415258545590493,-18.20744219508634,-19.808506213525057,-21.24369774519129,-22.532718432005247,-23.69166698968099,-24.734223123483215,-25.672319637745325,-26.51652612063732,-27.276281774024497,-27.960051247942246,-28.575440409113586,-29.129289788923785,-29.627754131544652,-30.076372121452366,-30.48012840245793,-30.843509117833033,-31.17055179848887,-31.464890230962265,-31.729794830328643,-31.968208974715587,-32.18278170700577,-32.375897167141055,-32.54970108174219,-32.70612460509157,-32.846905776194134,-32.973608830222624,-33.08764157886263,-33.1902710526441,-33.28263757904939,-33.365767452814794,-33.440584339203845,-33.50791953695402,-33.56852121492917,-33.6230627251068,-33.67215008426665,-33.716328707510506,-33.75608946842998,-33.7918741532575,-33.82408036960228,-33.85306596431257,-33.879152999551835,-33.902631331267166,-33.92376182981097,-33.942779278500396,-33.959894982320876,-33.975299115759306,-33.9891628358539,-34.001640183939024,-34.01286979721564,-34.0229764491646,-34.03207243591866,-34.04025882399731,-34.047626573268104,-34.05425754761181,-34.06022542452115,-34.06559651373955,-34.07043049403612,-34.07478107630303,-34.07869660034325,-34.08222057197944,-34.085392146452016,-34.088246563477334,-34.09081553880012,-34.09312761659063,-34.09520848660208,-34.097081269612396,-34.09876677432168,-34.10028372856003,-34.101648987374546,-34.10287772030761,-34.10398357994737,-34.10497885362316,-34.105874599931354,-34.106680771608744,-34.10740632611839,-34.10805932517707,-34.10864702432988,-34.109175953567416,-34.10965198988119,-34.11008042256359,-34.110466011977756,-34.1108130424505,-34.11112536987597,-34.11140646455889,-34.111659449773526,-34.11188713646669,-34.11209205449054,-34.11227648071201,-34.11244246431133,-34.11259184955071,-34.11272629626617,-34.11284729831007,-34.11295620014958,-34.11305421180514,-34.11314242229515,-34.11322181173615,-34.11329326223306,-34.11335756768027,-34.11341544258276,-34.11346752999501
35,0,-3.5553480614894135,-6.734801125927939,-9.600656067325936,-12.189368465356162,-14.476780106153479,-16.49535565021067,-18.288303307702105,-19.889559069536382,-21.324757459659523,-22.613744629962085,-23.772662457532732,-24.815198441613287,-25.75328346319088,-26.59748389551417,-27.35723653140496,-28.041004560708746,-28.656393053093783,-29.210242132319102,-29.708706343556436,-30.15732427761814,-30.561080535580594,-30.924461241762774,-31.2515039188987,-31.54584235009592,-31.810746949035828,-32.04916109329961,-32.26373382556547,-32.456849285703484,-32.63065320031172,-32.78707672366673,-32.92785789477282,-33.05456094880328,-33.168593697444315,-33.271223171226296,-33.36358969763183,-33.446719571397345,-33.52153645778645,-33.58887165553665,-33.649473333511814,-33.70401484368944,-33.75310220284929,-33.79728082609316,-33.83704158701263,-33.872826271840154,-33.90503248818492,-33.934018082895214,-33.96010511813447,-33.98358344984981,-34.004713948393615,-34.02373139708304,-34.04084710090353,-34.05625123434196,-34.07011495443654,-34.082592302521675,-34.09382191579829,-34.103928567747246,-34.11302455450131,-34.12121094257996,-34.12857869185075,-34.13520966619446,-34.1411775431038,-34.1465486323222,-34.15138261261877,-34.15573319488567,-34.159648718925894,-34.163172690562085,-34.16634426503467,-34.169198682059985,-34.171767657382766,-34.17407973517328,-34.176160605184734,-34.17803338819504,-34.179718892904326,-34.18123584714267,-34.1826011059572,-34.18382983889026,-34.18493569853002,-34.185930972205796,-34.186826718514006,-34.18763289019139,-34.18835844470103,-34.18901144375972,-34.18959914291253,-34.19012807215006,-34.19060410846384,-34.19103254114624,-34.1914181305604,-34.19176516103314,-34.192077488458615,-34.19235858314154,-34.19261156835617,-34.192839255049336,-34.19304417307318,-34.193228599294656,-34.19339458289397,-34.193543968133355,-34.193678414848804,-34.19379941689271,-34.19390831873223,-34.194006330387786,-34.1940945408778,-34.194173930318804,-34.19424538081571,-34.19430968626292,-34.19436756116541,-34.19441964857766
36,0,-3.58351893845611,-6.783032050283822,-9.662636878754057,-12.260494359371076,-14.552828996926635,-16.573458834389914,-18.367068414546402,-19.968449298761232,-21.403617089608076,-22.69255172876386,-23.851429856668446,-24.893941694057478,-25.832013526056087,-26.67620721977547,-27.435956572649765,-28.119723060931577,-28.735110852473344,-29.288959622006885,-29.78742370017512,-30.236041578694213,-30.63979781420432,-31.00317851164812,-31.330221185544552,-31.624559615621145,-31.889464214215376,-32.12787835839606,-32.34245109065672,-32.53556655080635,-32.70937046542568,-32.86579398878808,-33.00657515989844,-33.13327821393118,-33.247310962573366,-33.34994043635591,-33.442306962761705,-33.52543683652734,-33.6002537229165,-33.66758892066672,-33.72819059864189,-33.78273210881952,-33.83181946797938,-33.875998091223245,-33.915758852142716,-33.95154353697024,-33.98374975331501,-34.0127353480253,-34.038822383264566,-34.062300714979905,-34.08343121352371,-34.10244866221313,-34.11956436603361,-34.13496849947204,-34.14883221956663,-34.16130956765176,-34.17253918092838,-34.182645832877334,-34.191741819631396,-34.19992820771005,-34.20729595698084,-34.21392693132454,-34.21989480823388,-34.22526589745229,-34.230099877748856,-34.234450460015765,-34.238365984055974,-34.24188995569217,-34.24506153016475,-34.247915947190066,-34.250484922512854,-34.25279700030336,-34.25487787031482,-34.256750653325135,-34.258436158034414,-34.25995311227277,-34.26131837108728,-34.26254710402034,-34.2636529636601,-34.264648237335884,-34.265543983644086,-34.26635015532147,-34.267075709831126,-34.2677287088898,-34.268316408042615,-34.26884533728015,-34.269321373593925,-34.26974980627633,-34.27013539569049,-34.270482426163234,-34.2707947535887,-34.27107584827163,-34.27132883348626,-34.27155652017942,-34.27176143820328,-34.271945864424744,-34.27211184802406,-34.27226123326345,-34.2723956799789,-34.2725166820228,-34.272625583862315,-34.272723595517874,-34.27281180600788,-34.272891195448885,-34.27296264594579,-34.27302695139301,-34.2730848262955,-34.27313691370774
37,0,-3.6109179126442243,-6.8300159794363875,-9.723101373408724,-12.329959483579852,-14.627088280375824,-16.649637079249537,-18.443798993353706,-20.045233776637545,-21.480331386311075,-22.769193712423743,-23.928022974777594,-24.970506661295303,-25.908563641327106,-26.75274993996764,-27.5124957648915,-28.19626062741079,-28.81164769215363,-29.36549614591062,-29.86396009076119,-30.31257791470181,-30.71633412864527,-31.079714817933194,-31.406757488924534,-31.701095918058112,-31.96600051639617,-32.20441466053709,-32.41898739281288,-32.612102852983355,-32.785906767617874,-32.94233029098943,-33.08311146210481,-33.20981451614013,-33.32384726478359,-33.426476738566734,-33.51884326497281,-33.60197313873858,-33.67679002512778,-33.74412522287803,-33.804726900853204,-33.85926841103085,-33.9083557701907,-33.95253439343457,-33.99229515435404,-34.028079839181565,-34.06028605552633,-34.089271650236626,-34.11535868547589,-34.13883701719123,-34.15996751573503,-34.17898496442446,-34.19610066824493,-34.21150480168336,-34.22536852177796,-34.23784586986309,-34.249075483139706,-34.259182135088665,-34.26827812184272,-34.276464509921375,-34.28383225919217,-34.29046323353587,-34.296431110445205,-34.30180219966361,-34.30663617996018,-34.31098676222709,-34.314902286267305,-34.3184262579035,-34.32159783237607,-34.32445224940139,-34.32702122472418,-34.329333302514684,-34.331414172526145,-34.33328695553646,-34.33497246024574,-34.33648941448409,-34.33785467329861,-34.339083406231666,-34.34018926587143,-34.341184539547214,-34.34208028585541,-34.3428864575328,-34.34361201204245,-34.34426501110112,-34.34485271025394,-34.34538163949147,-34.34585767580525,-34.346286108487654,-34.34667169790181,-34.34701872837456,-34.347331055800026,-34.34761215048295,-34.34786513569758,-34.34809282239075,-34.3482977404146,-34.34848216663607,-34.348648150235384,-34.34879753547477,-34.34893198219022,-34.34905298423413,-34.34916188607364,-34.3492598977292,-34.3493481082192,-34.34942749766021,-34.34949894815711,-34.34956325360433,-34.349621128506826,-34.34967321591907
