,v^0,v^1,v^2,v^3,v^4,v^5,v^6,v^7,v^8,v^9,v^10,v^11,v^12,v^13,v^14,v^15,v^16,v^17,v^18,v^19,v^20,v^21,v^22,v^23,v^24,v^25,v^26,v^27,v^28,v^29,v^30,v^31,v^32,v^33,v^34,v^35,v^36,v^37,v^38,v^39,v^40,v^41,v^42,v^43,v^44,v^45,v^46,v^47,v^48,v^49,v^50,v^51,v^52,v^53,v^54,v^55,v^56,v^57,v^58,v^59,v^60,v^61,v^62,v^63,v^64,v^65,v^66,v^67,v^68,v^69,v^70,v^71,v^72,v^73,v^74
11,0,-2.9455142584735863,-6.534113304726178,-10.065917714637559,-13.186275437698608,-15.863590372446227,-18.144838796907763,-20.08656349942951,-21.740187737757452,-23.149417707411178,-24.350925049403553,-25.37558129613857,-26.249463359256957,-26.99476228118238,-27.630394005171283,-28.172492059066556,-28.634797131504797,-29.029036392779112,-29.365223076690775,-29.651902296165165,-29.89636353585254,-30.10482379084408,-30.282584789678726,-30.434167541766016,-30.563427251909633,-30.6736513667999,-30.7676431932065,-30.84779320087756,-30.91613909645755,-30.974415885741813,-31.024105256681295,-31.066471840023752,-31.102594511282387,-31.133393396954627,-31.159653102098087,-31.182042618469534,-31.201132343392988,-31.217408606450036,-31.231286059672062,-31.24311824228793,-31.253206588166464,-31.261808105438718,-31.269141924118266,-31.275394878649173,-31.28072626766389,-31.28527191223477,-31.289147616015523,-31.29245211542383,-31.29526959502415,-31.297671832191515,-31.299720025693134,-31.301466354772167,-31.30295530845245,-31.304224818929473,-31.305307227920775,-31.3062301105954,-31.307016978071545,-31.307687876379614,-31.3082598971499,-31.30874761303424,-31.30916344895523,-31.309517998640317,-31.309820294504686,-31.31007803775892,-31.310297794602914,-31.31048516350467,-31.31064491782543,-31.310781127424587,-31.310897262342333,-31.310996281201522,-31.311080706580807,-31.31115268927907,-31.311214063108793,-31.311266391613586,-31.311311007900873
12,0,-3.0858435124887866,-6.737567387299756,-10.294691957630777,-13.420822700299329,-16.095453831586088,-18.371269753572882,-20.307227308487512,-21.95558998435575,-23.36025697826317,-24.55786959049314,-25.57921285736312,-26.450274608720065,-27.19317020931579,-27.826752753327963,-28.367103178013796,-28.827917238899378,-29.220884267070193,-29.5559855276456,-29.841738869262976,-30.085410441371717,-30.29319726383786,-30.470383984902735,-30.621477025891465,-30.75031914217233,-30.86018716096804,-30.95387533251804,-31.033766403608855,-31.10189147925315,-31.159979885381716,-31.209508545148438,-31.2517380452463,-31.287743806700046,-31.318442999485427,-31.344617699458002,-31.36693473716721,-31.385962665017857,-31.402186238688742,-31.41601876797616,-31.427812647619838,-31.437868335668213,-31.44644200825576,-31.453752086025617,-31.459984798602136,-31.465298928938267,-31.469829858428632,-31.473693015849328,-31.47698681799028,-31.47979517689524,-31.48218963758271,-31.48423120070837,-31.4859718766016,-31.487456010267255,-31.48872141110728,-31.48980031614327,-31.490720211278315,-31.491504531520878,-31.492173258008773,-31.492743427043493,-31.493229564102567,-31.493644053886836,-31.493997455829884,-31.494298773107396,-31.494555681999714,-31.494774727450718,-31.494961489805178,-31.495120726972065,-31.495256495635875,-31.495372254603723,-31.495470952920805,-31.49555510499972,-31.49562685467686,-31.495688029828308,-31.49574018893621,-31.49578466079242
13,0,-3.2173801684330887,-6.929201362852964,-10.510748040053013,-13.642503896233054,-16.314600509998698,-18.585260499509957,-20.515767225796907,-22.15917778302826,-23.55956313222952,-24.75352765935373,-25.771770512525,-26.64019375661766,-27.380841128063576,-28.01250672080322,-28.551222256635363,-29.01064141700497,-29.40241814769748,-29.736503845858177,-30.021390882136142,-30.264323588561926,-30.47148030129183,-30.64812968885651,-30.79876452312294,-30.927215910711556,-31.03675074237063,-31.13015479434241,-31.20980358725233,-31.277722047284065,-31.335634178448437,-31.385012448834672,-31.427113665695884,-31.463010020556407,-31.493615918160263,-31.51971106802529,-31.541960278314807,-31.560930374904352,-31.577104640546263,-31.590895128919552,-31.602653163712468,-31.61267828977258,-31.62122590463032,-31.628513765082307,-31.634727534748013,-31.64002551399495,-31.644542672756742,-31.648394088990017,-31.651677880369252,-31.654477703906668,-31.656864887176003,-31.658900245435326,-31.66063563094047,-31.66211525391971,-31.663376808861955,-31.664452434811707,-31.665369534134925,-31.666151470614682,-31.666818164660665,-31.6673866007964,-31.66787126035254,-31.668284490389468,-31.668636818247776,-31.668937219740037,-31.669193347816265,-31.66941172752848,-31.669597922261268,-31.669756675463027,-31.669892031488935,-31.670007438633743,-31.670105836979747,-31.670189733297576,-31.670261264907918,-31.670322254131406,-31.67037425471356,-31.6704185914077
14,0,-3.3412963376334925,-7.110532928160638,-10.715673046878141,-13.852882356769719,-16.52254395992916,-18.788272699680693,-20.71359762138172,-22.35232396547474,-23.74867296203025,-24.93920497398936,-25.954533301833493,-26.820477004679116,-27.559011725376298,-28.188875940854427,-28.72605512101486,-29.184163373201248,-29.5748214055498,-29.90795258693419,-30.192025373054868,-30.43426360540455,-30.640828064942813,-30.816972402032658,-30.96717655914726,-31.095260693755254,-31.20448235692379,-31.297619359925903,-31.377040431345446,-31.44476468783466,-31.502511123657627,-31.551748022904253,-31.593728645007566,-31.62952214875585,-31.660040340831,-31.686060706693027,-31.708246153386092,-31.7271618836803,-31.743289795618765,-31.75704076200241,-31.768765099630393,-31.778761494860714,-31.787284613269215,-31.79455158758101,-31.80074754932339,-31.806030345193264,-31.81053455831634,-31.814374936849593,-31.81764931727402,-31.82044111685075,-31.822821458737256,-31.82485098390231,-31.826581395999348,-31.82805677855545,-31.829314718031526,-31.83038726136545,-31.83130173239126,-31.83208142793424,-31.83274621131453,-31.833313018380036,-31.833796288959626,-31.834208334728498,-31.834559652857138,-31.834859193434507,-31.835114587478188,-31.835332341340163,-31.835518002461022,-31.835676300695027,-31.835811268806676,-31.835926345208367,-31.83602446155645,-31.836108117437423,-31.836179444046703,-31.836240258482317,-31.83629211003703,-31.836336319667467
15,0,-3.4585404767117827,-7.282796574862445,-10.910761501175566,-14.053234430922162,-16.720520325571805,-18.981500677099532,-20.901874849230026,-22.536151563886875,-23.928680550280625,-25.115970611031514,-26.12854880599107,-26.99215351605038,-27.72869542178135,-28.356860396083327,-28.89259029031683,-29.349461847843543,-29.739064439870425,-30.07129503643795,-30.354599561331103,-30.59618253835158,-30.802188190215595,-30.97785599843853,-31.127653800480932,-31.255391422676624,-31.364317603645965,-31.457202639406,-31.536408850038335,-31.6039498687662,-31.66153995527811,-31.710643449581905,-31.752510268326535,-31.78820671156419,-31.81864213561801,-31.84459192755393,-31.86671720039469,-31.885581625149804,-31.901665793072585,-31.915379462545715,-31.927072000156148,-31.937041282101024,-31.945541283209486,-31.952788547269886,-31.958967703674148,-31.96423617099032,-31.968728167313518,-31.97255812956873,-31.97582362887459,-31.978607856239233,-31.980981741912412,-31.983005762386114,-31.984731481077663,-31.986202861946197,-31.987457389506694,-31.988527023775895,-31.989439014477362,-31.990216595248167,-31.990879575533118,-31.99144484524495,-31.991926805047306,-31.992337733222367,-31.992688098469085,-31.992986826601022,-31.993241527938142,-31.993458691185225,-31.993643848736504,-31.99380171761739,-31.993936319654352,-31.99405108393373,-31.994148934160332,-31.994232363141077,-31.994303496290794,-31.994364145779134,-31.99441585669661,-31.994459946417017
16,0,-3.5698918571574483,-7.447011559426752,-11.09708497899454,-14.2446173576473,-16.90955367910549,-19.165934231770763,-21.08155779286749,-22.711592368763093,-24.100494112616055,-25.284712379098,-26.294687263510003,-27.156078460549754,-27.89073450110845,-28.51729136916563,-29.051649662297717,-29.507350732426882,-29.895954312563575,-30.227332431568854,-30.509909717119285,-30.750872422065825,-30.95634910008811,-31.13156582126696,-31.28097896407821,-31.40838857494057,-31.51703505030801,-31.60968157208968,-31.688684393990187,-31.756051956519695,-31.81349402959365,-31.862471223611795,-31.904230295751816,-31.93983484270247,-31.97019190218969,-31.99607487493848,-32.01814317544258,-32.03695902440313,-32.05300177577026,-32.06668013277855,-32.07834256234982,-32.08828617362252,-32.096764287430325,-32.103992889960224,-32.1101561351859,-32.11541103632585,-32.11989146586679,-32.12371156606145,-32.12696865678525,-32.12974571483146,-32.13211348780621,-32.1341322964759,-32.13585357148341,-32.1373211635816,-32.138572460763825,-32.139639340750556,-32.14054898309792,-32.14132456161694,-32.14198583474363,-32.142549648899575,-32.14303036766705,-32.14344023771195,-32.143789700776594,-32.14408765969079,-32.1443417051781,-32.144558309235045,-32.14474299001008,-32.14490045238243,-32.145034707822376,-32.1451491765865,-32.14524677485113,-32.14532998900423,-32.145400938987805,-32.14546143230518,-32.145513010068285,-32.14555698625873
17,0,-3.6759992514394026,-7.604030378470976,-11.275541865342705,-14.427917824605291,-17.090502790087136,-19.342403630218943,-21.253451246502426,-22.879428902113034,-24.26487675501235,-25.44617653320227,-26.453680393622182,-27.312971076574502,-28.04583752320357,-28.670868301881352,-29.203924900132776,-29.65851505367192,-30.046170388796394,-30.376739308841096,-30.65862625930399,-30.899000164298393,-31.103974708326923,-31.278763231238276,-31.42781123359011,-31.554909477730295,-31.663290441014446,-31.75571055213352,-31.83452030620986,-31.901723212400817,-31.959024770399605,-32.007882054445965,-32.049538827597736,-32.08505612312312,-32.11533877869315,-32.1411583094567,-32.16317251724615,-32.18194224570346,-32.19794567396996,-32.21159050344141,-32.223224346838904,-32.23314358501094,-32.24160091785219,-32.248811802133,-32.25495994043978,-32.26020196113068,-32.26467140855355,-32.26848214518357,-32.27173125235245,-32.27450150346656,-32.276863472720365,-32.27887733302625,-32.280594388963785,-32.28205838380202,-32.283306613891355,-32.28437087881584,-32.285278291510956,-32.286051968985724,-32.286711621245566,-32.28727405341932,-32.287753593882286,-32.28816245928218,-32.28851106576719,-32.28880829434514,-32.28906171713376,-32.28927779026586,-32.28946201836419,-32.289619094775695,-32.289753021138004,-32.289867209324214,-32.28996456836278,-32.29004757854711,-32.29011835462303,-32.290178699663365,-32.290230151002625,-32.29027401940169
18,0,-3.7774090598621277,-7.7545741537453585,-11.446893749968073,-14.60388751942432,-17.26409538155969,-19.511612573637432,-21.418237719859743,-23.04032520269051,-24.422476377210263,-25.600996921140446,-26.60614989531296,-27.46344261745897,-28.19460679880564,-28.818185867882306,-29.350004162255594,-29.80353741086874,-30.190290524873326,-30.520089479208433,-30.801319549200905,-31.041133184882316,-31.245629926555264,-31.420011001170412,-31.56871155800294,-31.69551352478194,-31.80364184328101,-31.89584651613684,-31.974472558924646,-32.041518786193436,-32.098686625726884,-32.14742979151107,-32.18898920283845,-32.224423456584795,-32.254635297830156,-32.28039444744847,-32.30235717241116,-32.32108300567557,-32.337049008209405,-32.35066192788375,-32.36226856442466,-32.372164605528056,-32.380602160109746,-32.387796181068545,-32.39392994138353,-32.39915970312261,-32.40361869832782,-32.40742052319643,-32.41066203202655,-32.41342580465119,-32.4157822502206,-32.417791400927165,-32.41950444136995,-32.42096501252031,-32.42221032350771,-32.423272099549834,-32.4241773901761,-32.42494925833427,-32.42560736793604,-32.42616848480994,-32.42664690382299,-32.42705481305318,-32.42740260428955,-32.42769913777089,-32.42795196790678,-32.428167535731845,-32.42835133299566,-32.428508042069375,-32.42864165523245,-32.42875557637898,-32.42885270773438,-32.42893552379167,-32.42900613435117,-32.429066338269045,-32.42911766928459,-32.42916143509332
19,0,-3.874586180846821,-7.899258988864095,-11.611792591516554,-14.773169682593508,-17.430953722914385,-19.6741628398133,-21.57650122290198,-23.194849858356537,-24.5738480531102,-25.749716803491534,-26.752628787909295,-27.608017282688035,-28.33755897152125,-28.959754256824993,-29.490392132491163,-29.942917789349007,-30.328810696905922,-30.657875499131674,-30.93847922722862,-31.177758637799933,-31.381799788592716,-31.55579235698222,-31.704161621577725,-31.830681085725168,-31.938568505700395,-32.03056775674291,-32.10901862960575,-32.17591546014182,-32.23295578449399,-32.281590117554316,-32.323056672581494,-32.35841172618259,-32.388556028940535,-32.414257590749706,-32.4361712146968,-32.45485518361561,-32.47078549198086,-32.48436797822951,-32.49594866669744,-32.505822583994785,-32.514241275400835,-32.52141921325541,-32.527539260807174,-32.532757330781024,-32.53720635736272,-32.54099968279163,-32.54423394483631,-32.54699153871264,-32.54934271616267,-32.551347375169584,-32.553056585903086,-32.554513891769815,-32.55575641871371,-32.55681582102698,-32.55771908776646,-32.558489230319864,-32.55914586863795,-32.559705731067154,-32.560183080516616,-32.560590077816315,-32.56093709152327,-32.561232962068104,-32.561485226971634,-32.56170031286868,-32.56188369923147,-32.56204005796307,-32.56217337241776,-32.56228703887977,-32.56238395308627,-32.56246658399826,-32.56253703669929,-32.562597106024,-32.562648322282826,-32.562691990247835
20,0,-3.9679297761203047,-8.038615952486175,-11.770801352515937,-14.936319288144219,-17.59161408235997,-19.830573021004067,-21.72874536224301,-23.34349353854757,-24.719471073206403,-25.89280547415089,-26.89357767047655,-27.747148168837395,-28.475140705616337,-29.096014637753672,-29.62552529207108,-30.077088669245615,-30.462159970309994,-30.790523521307904,-31.07052896235928,-31.309298074270043,-31.512904039897286,-31.686525504335304,-31.834578316939883,-31.960827933506717,-32.06848524642508,-32.160288277915164,-32.238571827928766,-32.30532595176339,-32.36224445872107,-32.41077481329066,-32.45215264973667,-32.4874320312458,-32.517511804011676,-32.54315834341763,-32.56502505382541,-32.58366902355164,-32.599565228037285,-32.61311863677723,-32.624674533253476,-32.63452731244143,-32.642927981095184,-32.65009055240637,-32.65619749814827,-32.66140439726746,-32.66584389936399,-32.669629104034,-32.672856442163834,-32.6756081325775,-32.67795427662201,-32.67995464405074,-32.68166019570237,-32.683114381765684,-32.68435424870534,-32.68541138304789,-32.68631271607208,-32.68708120990274,-32.68773644248817,-32.688295106362716,-32.688771433901465,-32.68917755990053,-32.68952383071981,-32.68981906786437,-32.69007079271868,-32.6902854181594,-32.69046841192826,-32.690624435926814,-32.69075746498162,-32.690870888106225,-32.690967594838604,-32.69105004885416,-32.69112035072989,-32.69118029145809,-32.69123139807303,-32.691274972553536
21,0,-4.057785369603329,-8.173106468832128,-11.924409920952964,-15.093818617785548,-17.74654173566454,-19.981292987298737,-21.875407318552792,-23.48668254353321,-24.85976212037148,-26.030671113834867,-27.029397299257703,-27.881229611137325,-28.60774082635007,-29.227351127842443,-29.755783742056156,-30.206426723069608,-30.590712090868553,-30.918404794891934,-31.19783787487697,-31.436118799452352,-31.639308437942937,-31.812574880979593,-31.960324956465787,-32.08631642085008,-32.193753599843085,-32.285368916215845,-32.36349239539459,-32.430109994999896,-32.48691194892261,-32.53534280935528,-32.576635749508675,-32.611842718060316,-32.641860740070136,-32.6674546270201,-32.689276444715546,-32.707882138313316,-32.72374570805942,-32.73727129191301,-32.748803464407715,-32.75863601609151,-32.76701943839192,-32.77416730513209,-32.78026171347442,-32.785457922965904,-32.78988831088064,-32.793665744624256,-32.79688645711313,-32.79963249837817,-32.801973825850126,-32.80397008657676,-32.805672136775364,-32.80712333743262,-32.8083606589578,-32.809415623031164,-32.81031510564214,-32.81108202177502,-32.811735909185025,-32.812293426137224,-32.81276877578797,-32.813174068020956,-32.81351962795528,-32.81381425898569,-32.814065467055435,-32.81427965187574,-32.81446226996317,-32.81461797364849,-32.814750729598124,-32.814863919868046,-32.814960428064005,-32.81504271280362,-32.81511287035144,-32.81517268802287,-32.81522368971727,-32.81526717474052
22,0,-4.144454264701439,-8.303134338091901,-12.073047566868228,-15.24608944311991,-17.896142698449594,-20.126715196967954,-22.01686878546504,-23.624789415101553,-24.99508559263792,-26.163670863633204,-27.16043844753322,-28.010606860663987,-28.735699841326472,-29.354100180877236,-29.881500478527613,-30.331261994209143,-30.714794580718785,-31.041844691109713,-31.320729501982843,-31.558542786883056,-31.761333623022058,-31.934259990347474,-32.081720074148095,-32.207464255064174,-32.314690568314866,-32.40612607286816,-32.484096220615065,-32.55058304119433,-32.60727333287216,-32.655608864651796,-32.696820458863705,-32.73195804176284,-32.76191689462002,-32.787460330568926,-32.80923913272229,-32.827808150770316,-32.84364045048252,-32.85713937302855,-32.86864881363119,-32.878461983684474,-32.886828880839175,-32.89396265792349,-32.900045053154585,-32.905231020036666,-32.90965267490587,-32.91342266268727,-32.91663702660585,-32.91937765495805,-32.9217143672767,-32.923706693035015,-32.92540538820413,-32.92685372829888,-32.92808861085359,-32.92914149541394,-32.93003920499222,-32.93080460940335,-32.93145720789046,-32.93201362588225,-32.93248803853825,-32.9328925318715,-32.93323741064862,-32.93353146091134,-32.93378217380738,-32.9339959364331,-32.934178194549325,-32.93433359131628,-32.93446608558145,-32.93457905273415,-32.934675370696084,-32.93475749323855,-32.93482751249395,-32.934887212254615,-32.934938113416024,-32.934981512722906
23,0,-4.228200967931596,-8.429055243365948,-12.217092810056805,-15.393502668587603,-18.04077300128977,-20.267183641232087,-22.153464629047875,-23.758141342831834,-25.125761785562,-26.2921188126774,-27.287009726149865,-28.135583761899287,-28.859317496084426,-29.47655803887135,-30.002968755558843,-30.4518851842138,-30.83469596102635,-31.16112987082428,-31.43948891837169,-31.67685375898497,-31.87926216458922,-32.051862418763044,-32.19904441796031,-32.324551469221944,-32.43157557528583,-32.52283865146368,-32.60066176388319,-32.66702317245635,-32.72360636940001,-32.771850461987356,-32.81298402520509,-32.848055049083214,-32.87795714332671,-32.90345218389095,-32.925189723330426,-32.94372356039033,-32.95952586438073,-32.972999212125984,-32.98448684721255,-32.99428142548037,-33.00263247092571,-33.009752732538686,-33.01582360421919,-33.02099974590057,-33.02541302361498,-33.02917586887342,-33.032384142939854,-33.035119578967254,-33.03745186421011,-33.03944041535871,-33.041135892223146,-33.04258148832958,-33.043814031307186,-33.0448649210992,-33.045760929899714,-33.04652488419515,-33.04717624628575,-33.04773161010215,-33.048205123947994,-33.048608850938464,-33.04895307631705,-33.049246569479564,-33.04949680738133,-33.049710165017814,-33.04989207783245,-33.05004718018865,-33.05017942343354,-33.05029217656155,-33.05038831204193,-33.05047027899708,-33.0505401655958,-33.05059975225078,-33.05065055697617,-33.05069387405983
24,0,-4.309259108421189,-8.551184355495355,-12.356881325024341,-15.536386044529594,-18.180746092722334,-20.403000986055766,-22.28548981057648,-23.887026891167274,-25.25207344412639,-26.41629239676246,-27.409383850345474,-28.256428906711648,-28.978858831807887,-29.594986707730335,-30.120447990943674,-30.568553498767965,-30.950671546924113,-31.276514035941776,-31.55436845052095,-31.791302869708744,-31.993344216916462,-32.165631468084534,-32.31254656287541,-32.43782601844503,-32.54465604730115,-32.63575362780859,-32.713435616643196,-32.77967665228032,-32.83615704144738,-32.88431334467256,-32.92537198747008,-32.96037910475013,-32.990226702422895,-33.01567527662361,-33.0373731982429,-33.05587325684816,-33.07164676096261,-33.085095553511046,-33.09656225241465,-33.10633898010599,-33.11467480581036,-33.1217820907801,-33.127841898325045,-33.13300860651179,-33.137413841047525,-33.141169828537414,-33.14437225553878,-33.14710270624631,-33.149430740909786,-33.151415667932824,-33.153108054798295,-33.154551016312304,-33.15578131298587,-33.15683028753596,-33.15772466336448,-33.158487225356645,-33.15913740034273,-33.15969175201106,-33.16016440288006,-33.160567394079905,-33.16091099210927,-33.16120395038185,-33.16145373222616,-33.16166670101931,-33.16184828229865,-33.1620031019815,-33.16213510421366,-33.1622476518496,-33.16234361212352,-33.16242542969427,-33.162495188924964,-33.16255466698357,-33.16260537911753,-33.162648617256025
25,0,-4.387836207462899,-8.669802479348155,-12.492712338140432,-15.67503039288195,-18.316338794362515,-20.53443431904703,-22.41320496669692,-24.011701428931026,-25.374271054898205,-26.536437569216908,-27.527802706113416,-28.373380611117774,-29.09455908564432,-29.70961879244649,-30.234168545890824,-30.681495379915976,-31.062948139163787,-31.388222586450233,-31.665592304220468,-31.902113306903797,-32.10380210001061,-32.27578871832757,-32.422447457888474,-32.54750831362293,-32.654151936380735,-32.74509056262516,-32.82263700594319,-32.88876242295973,-32.94514404745972,-32.99321600277464,-33.0342026580011,-33.069148369627136,-33.09894360366027,-33.12434753045196,-33.14600738530265,-33.16447498797384,-33.18022081983611,-33.19364601862354,-33.20509260108154,-33.21485217711896,-33.22317337899651,-33.23026819541048,-33.23631737202498,-33.24147501607606,-33.245872522355576,-33.249621920585895,-33.25281872945804,-33.25554439004085,-33.25786834055207,-33.25984978534855,-33.261539203200805,-33.26297963327721,-33.264207771598514,-33.265254905896015,-33.26614771268987,-33.266908936892975,-33.26755797125444,-33.26811135040436,-33.26858317208548,-33.268985456303845,-33.26932845154721,-33.26962089587291,-33.26987023951623,-33.27008283469076,-33.27026409741578,-33.27041864549308,-33.27055041614912,-33.27066276633886,-33.270758558266294,-33.270840232301616,-33.270909869151254,-33.27096924286544,-33.27101986603336,-33.27106302831767
26,0,-4.464117558259294,-8.78516106823815,-12.624853852492896,-15.809694671361333,-18.447796119508812,-20.661719801187374,-22.53684093691359,-24.132391542363283,-25.492577151635796,-26.65277301038189,-27.64248147662688,-28.486650970345135,-29.20662768488379,-29.820661439437,-30.34433562319614,-30.79091436639716,-31.17172785207233,-31.496456420749976,-31.77336034135404,-32.00948404902392,-32.210834039200805,-32.38253175265454,-32.528944138557534,-32.6537949233384,-32.76025941289266,-32.85104528670588,-32.928461473006585,-32.99447577854037,-33.05076246952544,-33.09875333714455,-33.13967078306768,-33.174557458247044,-33.20430234929717,-33.22966335192457,-33.25128660945696,-33.269723009138396,-33.28544223704855,-33.29884475292934,-33.310271995551965,-33.320015082086925,-33.32832222469997,-33.33540505391464,-33.34144401001219,-33.346592939854034,-33.35098301623139,-33.35472607958446,-33.357917487218764,-33.3606385426025,-33.362958566632656,-33.36493666363601,-33.36662322709563,-33.36806122346211,-33.36928728675561,-33.3703326518446,-33.37122395017735,-33.371983888237565,-33.372631826008956,-33.373184270185085,-33.37365529468964,-33.374056899219944,-33.374399314948256,-33.37469126516827,-33.374940187527635,-33.37515242350741,-33.375333379976006,-33.37548766693327,-33.37561921495334,-33.37573137531933,-33.37582700539945,-33.375908541440644,-33.375978060633834,-33.376037334031864,-33.37608787166832,-33.37613096102686
27,0,-4.538269409546167,-8.897486350360454,-12.753546951231941,-15.940610119009076,-18.575335185954906,-20.78506644564815,-22.656602453973704,-24.24929864101944,-25.60718983798578,-26.765493574361923,-27.75361202313069,-28.596429182948448,-29.31525152263082,-29.928299570999126,-30.451132466599166,-30.896992262854518,-31.277191256913945,-31.60139505695831,-31.877851182406307,-32.11359295161134,-32.31461723795981,-32.48603721854516,-32.63221277823844,-32.756861616629806,-32.863153901090065,-32.9537929302897,-33.03108389735495,-33.09699138445697,-33.153186789157665,-33.20109967190347,-33.24195055254428,-33.27678044609664,-33.30647691734351,-33.331796635959265,-33.35338469478032,-33.371791084012095,-33.38748472476668,-33.40086542468123,-33.41227406663647,-33.422001293896344,-33.43029491458808,-33.437366214752245,-33.443395340959306,-33.44853588964747,-33.45291882009221,-33.456655790685936,-33.459842003516684,-33.462558629711246,-33.46487487732973,-33.46684975449204,-33.4685335726534,-33.46996922832593,-33.4711932958988,-33.472236959398145,-33.473126806922885,-33.473885507996364,-33.47453239108913,-33.47508393602602,-33.47555419382194,-33.47595514464179,-33.47629700300397,-33.476588478003,-33.47683699517977,-33.477048885693094,-33.477229547610406,-33.47738358342751,-33.47751491732075,-33.47762689511808,-33.47772236953662,-33.47780377285779,-33.477873178891365,-33.477932355807305,-33.47798281118127,-33.47802583040123
28,0,-4.610441599125832,-9.006982751596649,-12.879009369193014,-16.06798366591233,-18.699148394824974,-20.904659189411735,-22.772671158622575,-24.36260191376083,-25.71828568042358,-26.874773122585953,-27.861365666749236,-28.702884287760217,-29.420597656469933,-30.032698551440582,-30.5547229992269,-30.999891754393694,-31.379499975912776,-31.70319920940149,-31.979224768020362,-32.214599296126494,-32.41531041588179,-32.58646335651922,-32.73241120891532,-32.85686587709115,-32.96299258747247,-33.05349042652911,-33.13066099610169,-33.19646577325985,-33.25257337994341,-33.30041124445828,-33.341198087681484,-33.37597335547615,-33.40562324579032,-33.430903248683464,-33.452457446129955,-33.47083496520978,-33.48650399106054,-33.4998637039686,-33.51125445204106,-33.520966422642275,-33.52924703521433,-33.536307244404746,-33.54232691423395,-33.54745940023238,-33.55183545627301,-33.55556656561786,-33.55874778103531,-33.561460146339385,-33.56377276104093,-33.56574454070852,-33.56742571788645,-33.56885912180585,-33.570081269490764,-33.57112329605682,-33.57201174790085,-33.57276925899015,-33.57341512747957,-33.57396580734619,-33.57443532756662,-33.574835649515414,-33.575176971690105,-33.57546798952534,-33.5757161169155,-33.575927675089304,-33.57610805364755,-33.57626184786732,-33.57639297576996,-33.57650477793581,-33.576600102607586,-33.57668137825176,-33.57675067542549,-33.57680975952543,-33.576860135762715,-33.57690308750921
29,0,-4.680769748681839,-9.113835755643189,-13.001438478051142,-16.192000745731796,-18.819406003190476,-21.020661381179607,-22.88520806002093,-24.472460753485283,-25.826022087255897,-26.980766857420317,-27.965895482252034,-28.806167422792853,-29.522815537594546,-30.134006390954344,-30.655254006000774,-31.09975857033351,-31.478798829884127,-31.802012922480383,-32.07762448114328,-32.31264590210893,-32.51305591232982,-32.683952096524024,-32.829681011396225,-32.95394898778769,-33.05991650119858,-33.1502785880635,-33.2273333972515,-33.293039415112666,-33.349062575606226,-33.39682827147633,-33.43755350530269,-33.4722762181819,-33.50188129400259,-33.52712308772648,-33.54864470850003,-33.566994452845414,-33.58263979777626,-33.595979320008624,-33.607352853162226,-33.61705014600088,-33.62531824403032,-33.63236778308012,-33.63837835534162,-33.64350308457884,-33.6478725270558,-33.651597997549324,-33.65477440517395,-33.65748267126158,-33.65979179089255,-33.661760590595904,-33.66343922699918,-33.66487046460526,-33.66609076524998,-33.6671312169941,-33.66801832611472,-33.66877469237227,-33.66941958475618,-33.66996943237654,-33.67043824300779,-33.670837959947264,-33.67117876627939,-33.67146934429735,-33.67171709669089,-33.671928335135384,-33.67210844108625,-33.67226200287573,-33.672392932603906,-33.672504565802335,-33.67259974640928,-33.67268089922104,-33.67275009166545,-33.67280908647118,-33.67285938657452,-33.67290227340772
30,0,-4.749377105717901,-9.218214310373378,-13.121013797326247,-16.312827616552966,-18.93625818422071,-21.1332167765423,-22.994355532521624,-24.579016740038128,-25.930539261311715,-27.083613241712158,-28.06733818816386,-28.906413689142198,-29.622038852301284,-30.232355568164657,-30.75285694010373,-31.19672327651133,-31.575217618201084,-31.897965340093172,-32.173178907481564,-32.407860879996704,-32.607981432745184,-32.77863079869115,-32.92414925133435,-33.04823776323884,-33.15405224262563,-33.244283832622074,-33.32122736279894,-33.38683843874274,-33.44278038906751,-33.49047666632199,-33.53114263385748,-33.56581479038313,-33.5953767565935,-33.6205817952395,-33.6420720793129,-33.660395106201676,-33.67601767167555,-33.68933777183375,-33.700694745389825,-33.710377919203474,-33.71863397907994,-33.72567325416769,-33.7316750751772,-33.736792342928524,-33.74115542359929,-33.74487546989472,-33.74804725274392,-33.75075157565936,-33.75305733326602,-33.75502326644293,-33.75669945879078,-33.75812861254832,-33.75934713646379,-33.76038607333444,-33.76127189084486,-33.76202715585079,-33.76267110928647,-33.763220156341475,-33.763688284395414,-33.76408741935634,-33.7644277294824,-33.76471788442554,-33.764965276097385,-33.76517620698361,-33.76535605070444,-33.76550938891154,-33.765640128009096,-33.76575159867222,-33.7658466406984,-33.76592767535355,-33.76599676705536,-33.76605567596605,-33.76610590283361,-33.766148727224575
