,v^0,v^1,v^2,v^3,v^4,v^5,v^6,v^7,v^8,v^9,v^10,v^11,v^12,v^13,v^14,v^15,v^16,v^17,v^18,v^19,v^20,v^21,v^22,v^23,v^24,v^25,v^26,v^27,v^28,v^29,v^30,v^31,v^32,v^33,v^34,v^35,v^36,v^37,v^38,v^39,v^40,v^41,v^42,v^43,v^44,v^45,v^46,v^47,v^48,v^49,v^50,v^51,v^52,v^53,v^54,v^55,v^56,v^57,v^58,v^59,v^60,v^61,v^62
24,0,-1.871487451878649,-3.7137690047160623,-5.4140686525170105,-6.924814002789629,-8.236025361566975,-9.357365690296815,-10.307387923322551,-11.10750938472309,-11.778876582593075,-12.340902436519977,-12.810721180039362,-13.20311657530383,-13.530673427528852,-13.804018029063238,-14.032079080401143,-14.222336754896315,-14.381046587759478,-14.5134344225391,-14.623863144499202,-14.715973816730155,-14.79280442784041,-14.856889447459492,-14.910343116311424,-14.954929042060206,-14.992118310039382,-15.023137983346437,-15.049011571510153,-15.070592792674663,-15.088593738233325,-15.10360836673904,-15.116132101073427,-15.126578174903559,-15.135291267500802,-15.142558876672398,-15.148620804997197,-15.153677072339208,-15.15789451570386,-15.161412294197987,-15.164346480731501,-15.16679389196699,-15.168835282889459,-15.17053801140415,-15.171958260883383,-15.173142893997694,-15.174130999000358,-15.17495517948671,-15.175642630185006,-15.17621603427599,-15.176694311849003,-15.17709324419088,-15.177425994506546,-15.177703542253234,-15.17793504541963,-15.178128142703576,-15.1782892055592,-15.17842354842997,-15.178535604104484,-15.178629069981152,-15.178707030067876,-15.178772056742162,-15.178826295629634,-15.17887153640114
25,0,-1.9056130523964294,-3.7652846709246712,-5.473758924299761,-6.987677335732788,-8.299434297439253,-9.420025391690155,-10.36873937880454,-11.167386948821703,-11.837313489605426,-12.398022706823777,-12.86668152601492,-13.258076723491277,-13.584782179662374,-13.85740775000359,-14.084864493596617,-14.274615787806047,-14.432902069816189,-14.564936026635685,-14.67506928080602,-14.766933354188248,-14.843558202728863,-14.907471558633869,-14.960782024223365,-15.005248494826802,-15.042338120569498,-15.073274679881502,-15.099078941403658,-15.120602336536153,-15.13855504901615,-15.153529446079217,-15.166019623218142,-15.17643770688888,-15.185127452819243,-15.19237558847875,-15.198421273901939,-15.203463993003323,-15.207670135750735,-15.211178488375518,-15.214104812771119,-15.216545666180547,-15.218581587206272,-15.220279753268434,-15.221696197196282,-15.22287765609207,-15.223863113472312,-15.224685085571156,-15.225370694248722,-15.22594256190631,-15.226419557936955,-15.226817421341611,-15.227149280054455,-15.227426084113342,-15.227656966968157,-15.227849546848883,-15.228010178137392,-15.22814416103711,-15.228255916458991,-15.228349131894312,-15.22842688308737,-15.228491735523015,-15.228545829077648,-15.228590948626739
26,0,-1.938741622119429,-3.815384752709166,-5.531870147557899,-7.048911351337206,-8.36121389331583,-9.48107735632774,-10.42851289267081,-11.225718092130402,-11.894234121758968,-12.45365408489957,-12.921177110822589,-13.311592973991553,-13.63746484922721,-13.909386475977064,-14.136251620362232,-14.325507200909376,-14.483378864236535,-14.6150664117939,-14.724910437329482,-14.816533120827481,-14.892956554087291,-14.956701873616108,-15.009872162145008,-15.05422170208095,-15.091213791417509,-15.122068993290673,-15.147805393357599,-15.169272184592472,-15.18717768338825,-15.202112699292467,-15.21457002846181,-15.224960713541137,-15.233627606233267,-15.240856679950852,-15.246886465764149,-15.251915922965313,-15.25611100393264,-15.259610129902699,-15.262528758325734,-15.26496319250796,-15.266993759242574,-15.268687459279066,-15.270100178085407,-15.271278529849388,-15.272261395564394,-15.27308120594974,-15.27376501153748,-15.274335375233981,-15.2748111168075,-15.275207933866808,-15.275538919820754,-15.275814995909588,-15.27604527156302,-15.276237344975797,-15.27639755381832,-15.276531184354923,-15.27664264586999,-15.276735616157014,-15.27681316287134,-15.27687784475084,-15.27693179604425,-15.276976796932937
27,0,-1.9709453619562287,-3.8641675002139038,-5.588508067001447,-7.108621971159265,-8.421467562308607,-9.54062171746198,-10.48680531951148,-11.282596679942571,-11.949729727918209,-12.507885575641065,-12.974295035700532,-13.36375082310929,-13.688805584509373,-13.960037225721427,-14.186322534415806,-14.37509227810168,-14.532557595258778,-14.66390565156221,-14.773466228035595,-14.864852347142179,-14.94107839248586,-15.004659036090702,-15.057691951132357,-15.10192689917423,-15.138823403033761,-15.169598874818373,-15.195268770844223,-15.216680090422255,-15.234539319947523,-15.24943574243496,-15.261860880694304,-15.27222471523811,-15.28086921182719,-15.288079604900522,-15.29409380914524,-15.299110269725203,-15.3032945101823,-15.306784594059268,-15.309695680453014,-15.31212382381245,-15.314149143358332,-15.315838466703529,-15.317247534902314,-15.318422841686763,-15.319403167577839,-15.320220859490652,-15.320902898055936,-15.321471787875263,-15.321946300084667,-15.32234209172875,-15.322672222381685,-15.322947585062117,-15.323177265660105,-15.323368842735857,-15.323528637582585,-15.323661922804439,-15.323773096291736,-15.32386582633418,-15.323943172659993,-15.324007687395019,-15.324061499272851,-15.324106383874705
28,0,-2.0022893456375526,-3.9117216949933473,-5.643768367633275,-7.166905101923356,-8.480288965584602,-9.598749176510504,-10.543704396893862,-11.338107746778613,-12.00388297696323,-12.560797819334484,-13.026114220131648,-13.414627739571943,-13.738880635678203,-14.009435228286161,-14.23515161045771,-14.423444680008862,-14.580511327094904,-14.711526312245914,-14.820808803690158,-14.911962837171314,-14.987995232692578,-15.051414319510213,-15.104312463338708,-15.148434990346903,-15.18523771959726,-15.215934971816004,-15.241539623767629,-15.262896522647978,-15.280710359519034,-15.295568919781614,-15.307962477021904,-15.318299969742608,-15.326922494547235,-15.334114560901668,-15.340113478787831,-15.345117188981934,-15.34929079431425,-15.352772007410607,-15.355675694667168,-15.358097666390425,-15.360117838161388,-15.361802867736552,-15.363208354492576,-15.364380673988018,-15.365358508174962,-15.36617412175204,-15.366854426773077,-15.367421870639445,-15.367895176776424,-15.368289962432911,-15.368619253989456,-15.368893916777816,-15.369123013594313,-15.369314103736686,-15.369473492431254,-15.369606438880723,-15.369717329797263,-15.369809824146824,-15.369886973880707,-15.369951324637986,-15.370004999741628,-15.370049770259847
29,0,-2.0328324729121934,-3.9581278921513756,-5.697737976799987,-7.2238479196283665,-8.537763254481638,-9.655542198661719,-10.599289896960514,-11.392328608769699,-12.056769036202597,-12.612464141081592,-13.076706426740294,-13.464294168785866,-13.787759341728277,-14.057648895481186,-14.282806484503574,-14.470631394199904,-14.627306505694575,-14.757994387620498,-14.867003780689226,-14.95792989242093,-15.03377211350154,-15.09703254350817,-15.149798335578796,-15.193810459915737,-15.230521098221667,-15.261141535294623,-15.286682114637387,-15.307985569959442,-15.325754829219008,-15.34057620708992,-15.352938750363581,-15.363250374241836,-15.37185132177674,-15.379025390478079,-15.385009296480282,-15.39000048522847,-15.394163646395315,-15.397636147990625,-15.400532568965456,-15.402948479867547,-15.404963596294639,-15.406644409196675,-15.40804637881668,-15.409215764661454,-15.410191151884144,-15.41100472444313,-15.411683327046601,-15.412249350922881,-15.412721472643085,-15.413115270375034,-15.41344373790162,-15.413717713364825,-15.413946236881957,-15.414136848834108,-15.41429583866919,-15.414428452429112,-15.414539065848588,-15.414631328737265,-15.414708285409136,-15.414772475132963,-15.41482601591828,-15.414870674401289
30,0,-2.062628269490921,-4.003459465412669,-5.75049616117824,-7.279529952225107,-8.593968118250885,-9.711076021702455,-10.653634598369484,-11.445329802703833,-12.108456481913441,-12.66295143700801,-13.126137126912395,-13.512814381127392,-13.835504964233596,-14.1047406434618,-14.329348865295765,-14.516713538100571,-14.67300375456473,-14.803370088830503,-14.912111026017902,-15.002813092701665,-15.078468375132498,-15.141572848430778,-15.194208541468342,-15.238112142418156,-15.274732257434849,-15.305277187016264,-15.330754784501918,-15.352005706081139,-15.369731146616665,-15.384515975089736,-15.396848032380293,-15.407134227809335,-15.41571396540792,-15.42287034284999,-15.428839492532116,-15.43381837300081,-15.437971267804764,-15.441435206204595,-15.444324484599665,-15.446734437860677,-15.448744585006617,-15.450421253020641,-15.451819765380723,-15.452986267517632,-15.453959249433444,-15.454770815720844,-15.455447744888932,-15.456012372949159,-15.45648333041625,-15.456876157042192,-15.457203814567194,-15.457477114406343,-15.457705074384013,-15.45789521628669,-15.458053814052525,-15.458186100786655,-15.458296441433204,-15.458388476801415,-15.458465243697969,-15.458529275129811,-15.458582683883437,-15.458627232238541
31,0,-2.0917255627568903,-4.047783492030452,-5.802115456840275,-7.33402399817554,-8.6489746733303,-9.765419512500154,-10.706805111644833,-11.497175883598803,-12.159008072834945,-12.71232092719934,-13.174466236334364,-13.560247192837572,-13.882175395956274,-14.150767591051913,-14.374835224027658,-14.56174704153501,-14.717658551314496,-14.847708515930236,-14.956185324615475,-15.046666960010283,-15.12213832020626,-15.185089353888225,-15.237597047953157,-15.281393877454775,-15.317924930614664,-15.348395571756212,-15.373811204231929,-15.395010440239322,-15.41269276952027,-15.427441638701305,-15.439743702219307,-15.450004879753967,-15.458563749861375,-15.465702721678635,-15.471657353289109,-15.476624124201878,-15.480766918398746,-15.484222431860358,-15.487104682996339,-15.48950877480551,-15.491514032901945,-15.493186622949366,-15.494581733868793,-15.495745398856815,-15.4967160143007,-15.497525606708809,-15.498200889459993,-15.498764144240383,-15.49923395625182,-15.499625827450771,-15.499952688052078,-15.500225323175481,-15.50045272871234,-15.500642408154757,-15.500800620181495,-15.500932585169826,-15.50104265744752,-15.501134468968697,-15.501211049153966,-15.501274924849527,-15.501328203703183,-15.501372643708438
32,0,-2.120169056036543,-4.091161506585886,-5.852662462467566,-7.387396910326849,-8.702848222485066,-9.818635898323205,-10.758862584051982,-11.547926105970788,-12.20848141096921,-12.760628799025293,-13.221748743525206,-13.606646582101439,-13.927823766477756,-14.195782156627928,-14.41931738391436,-14.605783230187475,-14.761321806017033,-14.891060231988972,-14.999276949929211,-15.089541526120554,-15.164831778863913,-15.227631721812104,-15.28001337664686,-15.323705069592483,-15.360148424695444,-15.390545915011412,-15.41590053139634,-15.437048873343539,-15.454688751579432,-15.469402212154543,-15.481674741230357,-15.491911284000045,-15.500449606185816,-15.507571438932121,-15.513511774804185,-15.51846662160971,-15.522599469882687,-15.526046687427659,-15.528922018921746,-15.5313203390428,-15.533320782961852,-15.534989357493636,-15.536381119062927,-15.537541990350853,-15.538510275563546,-15.539317924320862,-15.539991585868767,-15.540553488400048,-15.541022172497645,-15.541413102901243,-15.541739178783146,-15.542011159370436,-15.542238018957315,-15.542427243021702,-15.542585075216644,-15.542716723386466,-15.54282653140519,-15.542918122507372,-15.542994518840688,-15.54305824118496,-15.543111392127972,-15.543155725442686
33,0,-2.1479998194885095,-4.133650146748454,-5.902198519615545,-7.4397102685134495,-8.755648906365215,-9.870783394639307,-10.809863304791278,-11.597635008845119,-12.256929509090305,-12.80792675970301,-13.268035249748737,-13.652062218308645,-13.972498962521891,-14.239832570958963,-14.462843026776406,-14.648869326959812,-14.804040358203572,-14.933471756443772,-15.041432154228644,-15.131482820362663,-15.206594594431632,-15.269245640356226,-15.321503086260272,-15.365091169566572,-15.401448100346341,-15.431773502324912,-15.457067988874503,-15.478166176004756,-15.495764219807699,-15.510442786098197,-15.522686209730217,-15.532898475564334,-15.54141654829516,-15.548521490922463,-15.554447738707589,-15.55939083460848,-15.56351388142622,-15.566952923556183,-15.569821435919053,-15.572214068188163,-15.574209767857761,-15.57587438520096,-15.577262846070816,-15.57842096423832,-15.579386953067395,-15.580192686406244,-15.580864750299531,-15.581425320223694,-15.581892892790849,-15.582282896064553,-15.582608198625424,-15.582879534184002,-15.58310585575106,-15.583294631051965,-15.583452088932338,-15.583583424885578,-15.583692972483776,-15.58378434636865,-15.583860561520563,-15.583924132741014,-15.583977157631338,-15.584021385805242
34,0,-2.1752557120301534,-4.175301709458945,-5.950780299179768,-7.491020959657023,-8.807432265565993,-9.921915746752708,-10.859859227196463,-11.646352920598344,-12.304401280535913,-12.854262513235547,-13.31337243507098,-13.696539918948936,-14.01624607716216,-14.282963319976487,-14.505456130427053,-14.691048884862465,-14.845857406000757,-14.974985991103765,-15.082693591995888,-15.172533290832629,-15.247469042810767,-15.309973241769207,-15.362108189208088,-15.405594089831428,-15.441865786641339,-15.472120093221243,-15.49735527817871,-15.518404001346749,-15.535960786967697,-15.550604939629453,-15.562819658735592,-15.573007982041494,-15.58150608424777,-15.588594369412686,-15.594506723170358,-15.599438230032087,-15.603551610406956,-15.606982589736049,-15.609844376899382,-15.612231399665172,-15.614222420436073,-15.615883135099889,-15.617268340736544,-15.61842374370711,-15.619387467784628,-15.620191312089391,-15.620861800335327,-15.621421056008673,-15.62188753235643,-15.622276621271192,-15.622601161163322,-15.622871860578291,-15.623097651536604,-15.623285984255626,-15.623443072977508,-15.62357410101486,-15.62368339177977,-15.623774551439443,-15.623850587905652,-15.623914010083991,-15.623966910657963,-15.624011035139349
35,0,-2.201971745903036,-4.216164632418955,-5.998460309519884,-7.541381680522342,-8.85824972780124,-9.972082699308892,-10.908898421424377,-11.694126396638609,-12.35094196387443,-12.899680173965336,-13.357803462504739,-13.740122045833527,-14.059106799393756,-14.325215528778854,-14.547197348021271,-14.732362162474498,-14.886812878343596,-15.015642589653375,-15.12310068716769,-15.212732169748032,-15.287494196259924,-15.349853464863733,-15.401867512983225,-15.445252565021631,-15.481440140758465,-15.511624280270137,-15.536800937987996,-15.557800843097782,-15.575316909293951,-15.589927097709095,-15.602113487121766,-15.612278180548863,-15.62075657301251,-15.627828418234035,-15.63372705939742,-15.638647128553822,-15.642750968713733,-15.646173990528906,-15.649029140312809,-15.651410626826204,-15.653397029797153,-15.655053892744188,-15.656435885655684,-15.65758860888533,-15.658550097785252,-15.659352077723614,-15.660021010897571,-15.660578969482062,-15.661044363925251,-15.661432550421102,-15.66175633760371,-15.662026409182044,-15.662251676460494,-15.662439572377032,-15.662596296761029,-15.662727020903366,-15.662836058188805,-15.662927006420722,-15.663002866534574,-15.663066141617044,-15.663118919498046,-15.663162941640945
36,0,-2.2281804032775336,-4.256283912971037,-6.045287338802131,-7.590841375453929,-8.908149032073547,-10.021330405080146,-10.957025468610718,-11.740998600510864,-12.396593492698262,-12.944220626707809,-13.40136832996476,-13.782847850162668,-14.101119753420788,-14.366627296077784,-14.588104338454823,-14.772846450961252,-14.926943759170157,-15.055478279490774,-15.16268995300805,-15.25211579168041,-15.326706240259163,-15.388922370739477,-15.44081701492762,-15.484102465928533,-15.520206961293988,-15.550321801848254,-15.575440656448935,-15.596392347507026,-15.613868198088715,-15.628444842490039,-15.640603252728011,-15.650744608645624,-15.659203535232939,-15.666259143920676,-15.672144242154257,-15.677053015122896,-15.681147433107958,-15.684562595866753,-15.687411190394842,-15.689787209155355,-15.691769051461957,-15.693422110349116,-15.694800930286164,-15.695951006931082,-15.696910288309022,-15.697710426948623,-15.698377824291342,-15.698934501835746,-15.699398827760653,-15.699786123003134,-15.700109166789415,-15.700378618299295,-15.70060336837731,-15.700790832895876,-15.700947197449906,-15.701077621457303,-15.701186408399533,-15.701277147819663,-15.701352833763165,-15.701415963569769,-15.701468620275847,-15.7015125413465
37,0,-2.25391191256492,-4.295701474245351,-6.091306841835488,-7.6394456191797495,-8.957174599568882,-10.069701782376505,-11.004281805478888,-11.787009637097027,-12.441394818940472,-12.987921841629156,-13.444104178000588,-13.824753774240943,-14.142320795320689,-14.40723398663321,-14.628212055262061,-14.812536360017445,-14.966284370897592,-15.094527143145148,-15.20149527180735,-15.290717871821103,-15.365138750580106,-15.42721341885582,-15.478990057473009,-15.522177074047116,-15.558199462230435,-15.588245815624362,-15.613307544258118,-15.634211586091087,-15.651647692188334,-15.666191185549813,-15.678321944395233,-15.688440236207951,-15.696879924966703,-15.703919487335998,-15.709791201298886,-15.714688810417709,-15.718773916611324,-15.72218131238477,-15.725023428453717,-15.727394043517592,-15.729371378589294,-15.731020677982219,-15.732396362117113,-15.733543823182762,-15.734500922900475,-15.735299241812626,-15.735965121316811,-15.736520532828864,-15.736983802753493,-15.737370217183894,-15.737692526282938,-15.737961364988628,-15.738185603925379,-15.73837264209991,-15.738528651039474,-15.738658778428102,-15.738767317959981,-15.738857851014604,-15.738933364828199,-15.738996351060877,-15.739048888011643,-15.739092709194137
38,0,-2.2791944907330026,-4.334456486695654,-6.136561279858796,-7.687236952987013,-9.00536785928689,-10.117236828779488,-11.050706026806017,-11.832196845055524,-12.485382196634154,-13.030819150596336,-13.486045559873414,-13.865873716270414,-14.182743273402325,-14.447068487897013,-14.66755300015374,-14.851464068810039,-15.004866623198563,-15.132820865244701,-15.239548140341727,-15.32856975018189,-15.402822936436515,-15.464757709306475,-15.516417649684943,-15.559507322510562,-15.595448513362793,-15.625427138561456,-15.650432374310556,-15.671289294987458,-15.688686097070544,-15.70319680679277,-15.715300220696854,-15.725395704017124,-15.733816368154605,-15.740840062042283,-15.746698540068662,-15.751585109063589,-15.755661006665814,-15.759060721533306,-15.761896430942127,-15.76426170219709,-15.766234579986367,-15.767880161550524,-15.769252744636512,-15.770397619110666,-15.771352561346907,-15.77214908069917,-15.772813459186622,-15.773367618697407,-15.77382984432512,-15.77421538770525,-15.7745369702594,-15.774805202952448,-15.775028936412772,-15.775215552968326,-15.775371210234605,-15.7755010442918,-15.775609339155308,-15.775699668131526,-15.775775011722876,-15.775837855972842,-15.775890274495513,-15.775933996896864
39,0,-2.3040545568271575,-4.372585651746193,-6.181090420281517,-7.734255181147795,-9.052767535042515,-10.163972897574249,-11.096334151879482,-11.876595054418841,-12.528589431848257,-13.072945490575044,-13.527224679419003,-13.90623926355138,-14.222418257493066,-14.486161436022236,-14.706157446284989,-14.889659546956233,-15.042720232067136,-15.17038894998697,-15.276877886011679,-15.365700606622699,-15.439787854585315,-15.50158419614747,-15.553128659945834,-15.59612200823535,-15.63198285199491,-15.661894458239043,-15.686843792709894,-15.707654085704284,-15.725011995387183,-15.739490264801479,-15.751566620139247,-15.761639533833872,-15.770041372589768,-15.777049364182274,-15.782894744888702,-15.787770389380137,-15.791837174830224,-15.795229289231985,-15.798058659076032,-15.800418642486449,-15.802387109673306,-15.804029012344575,-15.805398526858188,-15.80654084182957,-15.807493649179097,-15.808288387817804,-15.808951281008294,-15.80950420162972,-15.809965393897192,-15.810350075349325,-15.810670938967505,-15.81093857199453,-15.811161805272139,-15.81134800462424,-15.811503313900232,-15.81163285769798,-15.811740910455473,-15.811831037490537,-15.811906212642358,-15.811968916396518,-15.812021217731367,-15.812064842386107
40,0,-2.3285169210208703,-4.410123453144517,-6.224931602209433,-7.780537633322198,-9.099409899364499,-10.209944942190178,-11.141199860052563,-11.920236814279553,-12.57104810357581,-13.114331618720135,-13.567671601230295,-13.945879898530784,-14.261374741516589,-14.524541415534038,-14.744053635495346,-14.927150749732366,-15.079872913331895,-15.207258913236396,-15.313511857758861,-15.402137650783116,-15.476060598436108,-15.537719875820999,-15.58915000380698,-15.63204797929629,-15.667829269916721,-15.69767451949835,-15.722568505136671,-15.743332631257788,-15.760652032908913,-15.775098182620978,-15.78714774681188,-15.797198313936757,-15.805581513362856,-15.812573957846556,-15.818406370674422,-15.82327119862973,-15.827328961983527,-15.830713551035316,-15.833536643968818,-15.835891391794737,-15.83785549196938,-15.839493752106465,-15.840860228374527,-15.842000009138832,-15.842950702700858,-15.843743678224897,-15.844405100797678,-15.844956794773758,-15.845416963893722,-15.84580079193635,-15.84612094372385,-15.846387983011374,-15.846610721049608,-15.846796507321494,-15.846951472046406,-15.847080728453353,-15.84718854149757,-15.847278468587277,-15.847353476964253,-15.847416041611165,-15.847468226916359,-15.847511754790517
41,0,-2.3526049528120376,-4.4471023807045995,-6.268119972638134,-7.826119397734252,-9.145328998916382,-10.25518573309445,-11.185334699675197,-11.963152594691405,-12.612787759572711,-13.155006303046987,-13.60741443695504,-13.98482318141565,-14.299639823013148,-14.562235136259128,-14.781267953071342,-14.963963791026265,-15.116350554096865,-15.243456452703914,-15.349475595192851,-15.437906290330925,-15.511666465567183,-15.573189954060313,-15.624506810383652,-15.667310300896457,-15.703012779019401,-15.732792289761715,-15.757631441921006,-15.77834983103908,-15.795631083220409,-15.810045412310622,-15.822068434819794,-15.832096863455057,-15.840461597111808,-15.847438639254042,-15.853258204954164,-15.858112317091914,-15.862161142359014,-15.865538276133423,-15.868355150604078,-15.870704711596845,-15.872664485422884,-15.874299136943373,-15.87566260325664,-15.876799873411256,-15.87774847286838,-15.878539701695056,-15.879199667343862,-15.879750146096553,-15.880209301596098,-15.880592284175762,-15.880911730760822,-15.881178181837479,-15.88140042924779,-15.881585806285875,-15.881740429667989,-15.881869401360198,-15.881976976923237,-15.882066705929384,-15.88214154908445,-15.882203975919413,-15.882256046275362,-15.882299478270117
42,0,-2.3763407314076996,-4.4835531303848635,-6.310688697424879,-7.871033529155718,-9.190556855331085,-10.299726050876687,-11.228768273996197,-12.005370966256525,-12.65383609050942,-13.19499649195375,-13.646479510900443,-14.023094912477683,-14.337238862673527,-14.5992675905387,-14.817825083018345,-15.000123096987325,-15.152177365037373,-15.279005599112576,-15.384792978813902,-15.473030280398193,-15.546629106505172,-15.608017994121969,-15.659222570130739,-15.701932402761749,-15.737556758372236,-15.767271105844413,-15.792055904633395,-15.81272895722059,-15.829972393972936,-15.844355181068492,-15.856351894300914,-15.86635837829682,-15.87470480787549,-15.881666582543469,-15.88747341360894,-15.89231690375992,-15.896356869204794,-15.899726612982409,-15.90253732344089,-15.904881743017928,-15.90683722837814,-15.908468302880138,-15.909828785594666,-15.91096356712321,-15.911910090812027,-15.912699588235954,-15.913358109718025,-15.913907383888168,-15.91436553464284,-15.914747679162682,-15.91506642672025,-15.915332294736599,-15.915554055815045,-15.915739027202704,-15.915893312230931,-15.91602200170144,-15.916129341862755,-15.916218874519835,-15.916293553899713,-15.916355844129454,-15.916407800542691,-15.916451137497587
43,0,-2.399745180873211,-4.519504784041784,-6.352669150518253,-7.9153112351102894,-9.235123644748127,-10.343594858683996,-11.271528407075342,-12.046918760330783,-12.694219085276023,-13.234327465356545,-13.684891507640849,-14.060719276689417,-14.374195626480057,-14.635662193279442,-14.85374814636357,-15.03565154286894,-15.18737601602311,-15.313928850802764,-15.419486363768824,-15.507531856628567,-15.580970657181444,-15.6422260487491,-15.693319266394573,-15.735936210349841,-15.77148308514544,-15.801132804638735,-15.825863696569675,-15.846491785074974,-15.863697717064799,-15.878049221296205,-15.890019841394663,-15.900004561037056,-15.908332836914804,-15.915279469538596,-15.921073670591014,-15.925906626020359,-15.929937804431047,-15.933300218924542,-15.936104816011436,-15.938444136412159,-15.940395368538528,-15.942022895409107,-15.943380419036716,-15.944512732384556,-15.945457197358596,-15.946244977604138,-15.94690206678407,-15.947450146267936,-15.947907300532252,-15.948288613877365,-15.94860666815032,-15.948871957896504,-15.94909323663857,-15.949277805708416,-15.949431755162516,-15.949560164729913,-15.949667271423472,-15.949756609344586,-15.949831126294772,-15.949893281041565,-15.949945124448199,-15.949988367144028
44,0,-2.422838192240864,-4.554984971705556,-6.3940910844060905,-7.958982043198766,-9.279057858846294,-10.386819456686846,-11.313641292283485,-12.08782121233491,-12.733961169850097,-13.27302296978072,-13.72267360391492,-14.097718972930881,-14.41053241265421,-14.671440907008565,-14.889058824628057,-15.070570575178023,-15.221967757163341,-15.348247293855929,-15.453576699205728,-15.541431853890417,-15.614711857109889,-15.675834777902772,-15.726817492772074,-15.769342261898549,-15.804812251399389,-15.834397839687218,-15.85907523914395,-15.879658709217628,-15.896827424758438,-15.911147886611461,-15.923092614167066,-15.93305573677012,-15.941365998504399,-15.948297605489323,-15.954079273622702,-15.958901775316777,-15.962924234244218,-15.966279375797964,-15.969077906510224,-15.971412166934915,-15.973359178524479,-15.974983185036315,-15.976337772325188,-15.977467636466633,-15.978410058552413,-15.979196134820505,-15.97985180270921,-15.980398696691049,-15.980854862125591,-15.981235350685697,-15.981552717003703,-15.981817432925206,-15.982038233038898,-15.98222240288379,-15.982376019343494,-15.982504151159569,-15.982611026180155,-15.982700170862342,-15.982774526631536,-15.982836546936928,-15.982888278205683,-15.982931427367085
45,0,-2.4456387344612023,-4.590020018817889,-6.434982784314843,-8.002073952021856,-9.32238644975404,-10.429425620861643,-11.355131625587264,-12.128102090289982,-12.773085331778958,-13.311105339402408,-13.75984758675842,-14.134115329672465,-14.44627016528211,-14.706624353775714,-14.923777470287146,-15.1049003209309,-15.255972527057166,-15.381980709505363,-15.487083634984451,-15.574749812403065,-15.647872155025771,-15.708863553994224,-15.759736558003722,-15.802169813036011,-15.837563468458804,-15.867085385359898,-15.891709675901692,-15.912248847482966,-15.929380613442417,-15.943670255514759,-15.955589276198094,-15.965530956630728,-15.97382333339836,-15.980740022491267,-15.986509247577558,-15.991321370498763,-15.995335172469277,-15.998683093236634,-16.001475601075505,-16.003804837808627,-16.005747659126342,-16.00736817052349,-16.008719842529764,-16.009847275027784,-16.010787668874595,-16.011572053384253,-16.01222631017365,-16.012772027154533,-16.013227210850086,-16.01360688053961,-16.013923563835924,-16.014187710047576,-16.01440803496506,-16.014591808447793,-16.014745094300974,-16.014872950357454,-16.014979595366352,-16.015068548195316,-16.01514274393933,-16.015204630767368,-16.01525625070239,-16.01529930700008
46,0,-2.468164955824854,-4.624635080537452,-6.475371208339941,-8.044613567826678,-9.365134960878768,-10.471437728045508,-11.396022725497424,-12.167783810389093,-12.811613232030078,-13.348595604744858,-13.796433959535428,-14.169928408761296,-14.48142857621591,-14.741231915475195,-14.957923205771639,-15.138659685551028,-15.289409049769736,-15.415147670343417,-15.520025617242064,-15.607504072766778,-15.680469803469162,-15.741330556095777,-15.792094579873725,-15.834436930421518,-15.86975476033746,-15.899213430098698,-15.923784965613747,-15.94428013389282,-15.961375196495256,-15.975634224165908,-15.987527709285375,-15.997448090436933,-16.005722701422556,-16.01262457203578,-16.018381436995078,-16.023183250307305,-16.02718845301065,-16.03052920111078,-16.033315726212557,-16.035639972731897,-16.037578631701635,-16.039195671275472,-16.040544447426516,-16.041669464485533,-16.04260784360953,-16.043390547634587,-16.0440434027282,-16.044587950551673,-16.045042159050517,-16.045421015326387,-16.045737020152647,-16.046000600450984,-16.046220453338965,-16.04640383310088,-16.0465567905507,-16.046684372685224,-16.04679078921525,-16.046879551469488,-16.046953588254723,-16.047015342494912,-16.04706685183811,-16.047109815890934
47,0,-2.490434277273503,-4.65885426494321,-6.515282115393684,-8.086626228710587,-9.407327645411389,-10.51287886894459,-11.436336641294112,-12.206887541159828,-12.849565305713812,-13.385513590490675,-13.832452037292482,-14.20517709870538,-14.516026176619597,-14.775281823935247,-14.991514012339062,-15.171866440722322,-15.322294921835848,-15.447765626615844,-15.552419974095411,-15.639711861171756,-15.712521943581992,-15.7732528543943,-15.823908569376885,-15.866160575673538,-15.901403047466696,-15.93079885997966,-15.955317965699782,-15.975769401964246,-15.992827987496668,-16.007056589514768,-16.018924696507735,-16.028823909697724,-16.03708086443553,-16.043968007931905,-16.04971258897026,-16.054504156237158,-16.05850081269193,-16.061834432347755,-16.06461501159889,-16.06693429867149,-16.068868820956144,-16.070482410112124,-16.071828308262294,-16.07295092477464,-16.07388730159755,-16.074668335499013,-16.075319797538977,-16.075863183413418,-16.07631642272813,-16.07669447060543,-16.077009801144733,-16.077272819018873,-16.077492202787646,-16.07767519125623,-16.077827822327446,-16.077955132228883,-16.078061321688708,-16.078149894543213,-16.078223773349734,-16.078285395819528,-16.078336795252763,-16.078379667629452
