,v^0,v^1,v^2,v^3,v^4,v^5,v^6,v^7,v^8,v^9,v^10,v^11,v^12,v^13,v^14,v^15,v^16,v^17,v^18,v^19,v^20,v^21,v^22,v^23,v^24,v^25,v^26,v^27,v^28,v^29,v^30,v^31,v^32,v^33,v^34,v^35,v^36,v^37,v^38,v^39,v^40,v^41,v^42,v^43,v^44,v^45,v^46,v^47,v^48,v^49,v^50,v^51,v^52,v^53,v^54,v^55,v^56,v^57,v^58,v^59,v^60,v^61,v^62
11,0,-1.2792205888224275,-2.8377611532972917,-4.411791795415096,-5.876999397663775,-7.18329310189124,-8.319014562655084,-9.29138249441302,-10.115913054035703,-10.810830345118266,-11.394244952947938,-11.882848408329858,-12.291417248268045,-12.632731628384791,-12.917691370822878,-13.155513266896767,-13.353949865727897,-13.519500858575677,-13.65760461845876,-13.772805903601135,-13.868899842795066,-13.949054137878662,-14.015912064374712,-14.071678926768511,-14.118194444086681,-14.156993263768273,-14.189355504808997,-14.21634894997092,-14.238864255318516,-14.257644326958136,-14.273308828391558,-14.286374624204148,-14.297272833201552,-14.306363052967237,-14.313945224842154,-14.32026953065104,-14.325544647642353,-14.329944633980753,-14.333614671965442,-14.33667585846789,-14.339229200649665,-14.34135894880084,-14.343135376268547,-14.344617098201608,-14.345853005620619,-14.346883878630065,-14.347743732001923,-14.348460937530003,-14.349059160187842,-14.349558138980331,-14.34997433825343,-14.35032149095318,-14.350611051759113,-14.350852575043804,-14.351054030129733,-14.35122206424579,-14.351362221859729,-14.351479127623907,-14.351576638970672,-14.351657973392625,-14.351725814607125,-14.351782401108574,-14.351829600029893
12,0,-1.340164809490828,-2.9261204595696615,-4.5116073501418805,-5.980537891402161,-7.286841331824661,-8.420886936050156,-9.390929105944506,-10.213006549215663,-10.905594624656576,-11.486911326873459,-11.9736806756219,-12.38067437850858,-12.72065081128115,-13.004481850008856,-13.241355646807065,-13.438997991415043,-13.60388472518201,-13.741433521332713,-13.856171451262831,-13.95187867321959,-14.031710290173814,-14.098299011837502,-14.153841300800053,-14.200169486453312,-14.238812045200069,-14.27104394509681,-14.2979286706688,-14.320353291903182,-14.339057723300604,-14.354659132834792,-14.36767230345532,-14.378526617616519,-14.387580224580516,-14.39513185762714,-14.401430690928201,-14.40668456124348,-14.411066825682703,-14.414722081792833,-14.41777093870187,-14.420313996743355,-14.42243516687114,-14.424204439391234,-14.425680193367231,-14.42691112290055,-14.42793784384493,-14.428794233970487,-14.429508550797443,-14.43010436398353,-14.430601333030479,-14.431015855970573,-14.431361610437374,-14.431650004974236,-14.43189055547141,-14.432091199153202,-14.432258556475338,-14.432398149574034,-14.432514584474836,-14.43261170307348,-14.432692709903366,-14.432760277872626,-14.432816636459632,-14.432863645277033
13,0,-1.3972904533354453,-3.0093463692838243,-4.605915637165731,-6.07855264757688,-7.384980558996834,-8.517505563111458,-9.48538074493057,-10.305152598475795,-10.995542561763454,-11.574875096557411,-12.059907618649783,-12.46540865337811,-12.804116654406547,-13.086877369062089,-13.322851975194501,-13.519740974771578,-13.683997632478162,-13.821020008800476,-13.935318408571494,-14.030658794341916,-14.11018432035932,-14.17651767482524,-14.231846933481718,-14.277997416181861,-14.316491745606982,-14.348600003687482,-14.375381597663845,-14.397720195778168,-14.416352874695164,-14.43189443512912,-14.444857685387445,-14.455670360818868,-14.464689236805393,-14.472211900657838,-14.478486570686457,-14.483720286361875,-14.488085739771664,-14.491726973765639,-14.494764134797418,-14.4972974372826,-14.499410470280022,-14.501172955602318,-14.502643048362156,-14.503869255863021,-14.504892038150066,-14.505745143033167,-14.506456719632364,-14.507050247188669,-14.507545309786957,-14.507958242554146,-14.508302670654363,-14.50858995886601,-14.508829586574974,-14.509029460557157,-14.50919617587122,-14.509335233469598,-14.509451221708453,-14.509547967745416,-14.509628663820811,-14.509695972589096,-14.509752114976012,-14.509798943460465
14,0,-1.4511065618377705,-3.088098009669477,-4.695405959274188,-6.171722920820417,-7.47836756051055,-8.609502385093284,-9.575345828412978,-10.392938632849917,-11.081243395441238,-11.658689972077047,-12.142069808884628,-12.546149587273444,-12.883649397461543,-13.165390404124727,-13.400508238067827,-13.596679380726295,-13.760335619655562,-13.896856343041929,-14.010735886214418,-14.105726687627085,-14.184960516575831,-14.251050511877214,-14.306176757204925,-14.352157892663495,-14.390510962549365,-14.422501392456649,-14.449184704075572,-14.471441323862587,-14.490005624085695,-14.505490149510031,-14.518405826649111,-14.529178821193076,-14.538164599243592,-14.545659656025641,-14.551911298932438,-14.557125807633755,-14.561475240464166,-14.565103111658129,-14.568129126749627,-14.57065313238214,-14.572758410854876,-14.57451442811158,-14.575979125844125,-14.577200833341214,-14.578219862165543,-14.579069836277386,-14.579778801493626,-14.580370150889827,-14.580863396680147,-14.581274814043944,-14.581617978142965,-14.581904212048526,-14.582142960358523,-14.582342100832177,-14.582508204325196,-14.582646751602349,-14.58276231418118,-14.582858705174203,-14.582939105106709,-14.58300616686157,-14.583062103214063,-14.583108759844757
15,0,-1.502025044474969,-3.1629115136204513,-4.780640686071811,-6.260603868707416,-7.567539726333961,-8.6973948767851,-9.661322868757631,-10.476846208231986,-11.163163965259637,-11.738810223015145,-12.220610876902377,-12.623331855285919,-12.959676202575498,-13.240441827855067,-13.474740049907258,-13.670224431511986,-13.83330624201053,-13.969347019003312,-14.082825825584953,-14.17748216407593,-14.256436912618842,-14.322294074295474,-14.37722608665855,-14.423045199094014,-14.46126311883653,-14.493140816555526,-14.519730096451047,-14.54190828340456,-14.560407162253053,-14.575837119381648,-14.588707280896523,-14.599442310715881,-14.60839642228635,-14.61586506597897,-14.62209467766621,-14.627290810077724,-14.63162491520439,-14.635240001527364,-14.638255352730452,-14.640770463590771,-14.64286832291502,-14.64461815184413,-14.646077687879435,-14.647295089993872,-14.648310527689349,-14.64915750643297,-14.649863973206212,-14.65045323864578,-14.650944746203436,-14.651354713703657,-14.65169666846839,-14.651981893665639,-14.652219800609894,-14.65241823929859,-14.652583757431286,-14.65272181645814,-14.652836971786362,-14.652933023090789,-14.653013139688293,-14.653079965112848,-14.653135704341716,-14.653182196551192
16,0,-1.5503843345548316,-3.2342295386559567,-4.862085464852294,-6.345655941888542,-7.652943242747539,-8.781613004469914,-9.743726308301525,-10.557275853136657,-11.24169271029435,-11.815613955933655,-12.295900180959638,-12.697317450120451,-13.032552882457399,-13.31238227889303,-13.545893723401411,-13.740718826113342,-13.903249181478138,-14.03882920060014,-14.151923289536896,-14.246258533640887,-14.324945356135785,-14.390578989910358,-14.445324532167326,-14.490988097067374,-14.529076268120722,-14.560845739133821,-14.587344745397123,-14.60944763417818,-14.62788370629397,-14.64326127601237,-14.656087740987871,-14.6667863233869,-14.675710034064936,-14.683153320297842,-14.689361781268737,-14.694540271820157,-14.698859661832497,-14.702462474246682,-14.705467587755995,-14.707974159333997,-14.710064896024615,-14.71180878394981,-14.7132633645811,-14.714476633382473,-14.715488623472725,-14.716332726561488,-14.717036794744876,-14.717624059515545,-14.718113898311017,-14.718522473893145,-14.718863267656037,-14.719147524459183,-14.719384623663853,-14.719582388615235,-14.719747344782204,-14.719884935072265,-14.71999969942612,-14.720095424617988,-14.720175269204324,-14.720241867743765,-14.72029741772729,-14.720343752086823
17,0,-1.5964661903806163,-3.3024223194715763,-4.9401308142927105,-6.427265917231591,-7.734953277886575,-8.862518544987484,-9.822905042179142,-10.634564891186605,-11.317156888899433,-11.889419821696167,-12.368249081739297,-12.768411593304455,-13.102579506938769,-13.381507513523504,-13.614261408119,-13.808451701075983,-13.97045105897949,-14.105587409177309,-14.218311047482306,-14.312337104094953,-14.390765935564175,-14.456184330017283,-14.510750316579545,-14.556264101716733,-14.594227335216422,-14.625892592613917,-14.652304672627931,-14.67433505532345,-14.69271064960591,-14.708037774460848,-14.72082216318269,-14.73148564964681,-14.740380086710081,-14.747798955748383,-14.753987050280282,-14.759148553139106,-14.76345377367967,-14.76704476730668,-14.770040022740163,-14.772538371675994,-14.774622249843183,-14.776360417059367,-14.777810226035061,-14.77901951478834,-14.780028185112,-14.780869519176383,-14.781571277710627,-14.78215661599804,-14.782644847909728,-14.783052083186664,-14.783391758998139,-14.783675083315636,-14.783911404732033,-14.784108520928562,-14.784272935967733,-14.784410074901931,-14.784524462778908,-14.784619873950623,-14.784699456612064,-14.7847658366794,-14.78482120443488,-14.784867386797615
18,0,-1.6405079105894727,-3.367803035433367,-5.015107920896825,-6.505762302973991,-7.813888777653598,-8.940419254670097,-9.899156009640574,-10.709000523790394,-11.38983522338838,-11.96049928762688,-12.437922899989985,-12.836874428474788,-13.170011874700739,-13.448069692040551,-13.680092221968955,-13.873669632608538,-14.035156328547323,-14.169864327531005,-14.282230304237014,-14.37595784716195,-14.45413759394551,-14.519348179550848,-14.573740809039878,-14.619109985123913,-14.656952594183535,-14.688517235649336,-14.714845390302951,-14.736805769987122,-14.755122974268833,-14.770401395732362,-14.783145160769307,-14.793774762890783,-14.80264093693175,-14.81003623171318,-14.816204662902393,-14.821349764522843,-14.82564130475441,-14.82922088760599,-14.832206625287116,-14.834697035445279,-14.836774291861078,-14.838506935860279,-14.839952137908929,-14.841157584014526,-14.842163049177579,-14.84300170981067,-14.843701238430192,-14.844284716740983,-14.844771397242198,-14.845177338484373,-14.845515934938689,-14.845798358962087,-14.846033929441248,-14.84623041927944,-14.846394311871785,-14.846531015031971,-14.84664503942892,-14.846740147421169,-14.846819477199967,-14.846885646337366,-14.846940838155726,-14.846986873768925
19,0,-1.68271139800037,-3.430639257154309,-5.087300429687777,-6.581426851078231,-7.890023531266531,-9.015579471963246,-9.972734369093745,-10.780829628226522,-11.459967373321573,-12.029085834463595,-12.505149880125813,-12.902929788821378,-13.235070116302511,-13.512285844215413,-13.743600601708291,-13.936584891087376,-14.09757545169489,-14.231868907405628,-14.343888751723899,-14.437327403674217,-14.51526609525539,-14.580275571026705,-14.634500431914939,-14.679729660710358,-14.717455533921855,-14.748922803040704,-14.775169737865593,-14.797062371253304,-14.815323067877458,-14.83055435602223,-14.843258806978241,-14.853855617102052,-14.862694439248735,-14.870066919747462,-14.87621632149026,-14.881345550606657,-14.885623851547672,-14.889192391478263,-14.892168918235214,-14.894651645541797,-14.89672249367466,-14.8984497925114,-14.899890536148627,-14.901092263483772,-14.902094626812461,-14.902930700198901,-14.903628070790495,-14.904209749085586,-14.904694928189878,-14.905099617113684,-14.905437169006575,-14.905718721759074,-14.905953565509334,-14.906149449181381,-14.906312836169255,-14.906449117603692,-14.906562790238274,-14.906657604824792,-14.906736689873265,-14.906802654880549,-14.906857676433567,-14.906903570028076
20,0,-1.7232500063486542,-3.49116162507502,-5.1569534018383605,-6.654503313591546,-7.963594594076418,-9.088228192306186,-10.043861250787595,-10.85026622594063,-11.527761158623901,-12.095381970809767,-12.570128028434306,-12.966771887127685,-13.297945260020693,-13.57434433121593,-13.804972678012481,-13.99738174359787,-14.157891139414993,-14.291782560970994,-14.403466718297791,-14.49662519773215,-14.574330109228294,-14.639144544896636,-14.693206700737568,-14.738300206156104,-14.775912866888998,-14.80728570260859,-14.833453869035857,-14.855280800895164,-14.873486695419087,-14.888672272860001,-14.901338596344127,-14.911903604224847,-14.920715900034327,-14.928066254849655,-14.934197201508333,-14.939311037197578,-14.943576498447174,-14.947134328763266,-14.95010192260771,-14.952577198952824,-14.9546418322228,-14.956363947229137,-14.957800367022369,-14.958998487830039,-14.959997842946489,-14.960831407176686,-14.961526684875697,-14.962106617484647,-14.962590340508406,-14.96299381491234,-14.963330353771621,-14.96361106155062,-14.963845200506691,-14.964040496308408,-14.964203392952404,-14.964339265389945,-14.964452596879353,-14.964547126915958,-14.964625974620725,-14.964691741659136,-14.964746598085892,-14.964792353948232
21,0,-1.7622737947664728,-3.549570533477184,-5.224280227181509,-6.725204207498896,-8.034808799476156,-9.158565314364225,-10.112729756387193,-10.917497264155307,-11.593398153166987,-12.159564666639104,-12.633030411349745,-13.028570500341813,-13.358804321102612,-13.63440985510317,-13.864371218314849,-14.056221341106047,-14.216263192883691,-14.349763962748716,-14.461121938318191,-14.554008179285905,-14.631485931423622,-14.696110850833065,-14.750014909824824,-14.794976535950177,-14.83247919075095,-14.863760267752305,-14.889851896785775,-14.911614988024867,-14.929767632647502,-14.944908794082677,-14.957538070008173,-14.968072176405109,-14.976858697203381,-14.984187553018193,-14.990300567310474,-14.995399445572625,-14.999652430799365,-15.00319985483775,-15.00615876878355,-15.00862680520661,-15.01068539964211,-15.012402477643734,-15.013834696060602,-15.01502931249129,-15.01602574459942,-15.01685687074216,-15.01755011482725,-15.018128351194472,-15.01861065937941,-15.019012953663262,-15.01934850818189,-15.01962839492024,-15.019861849044567,-15.020056573626656,-15.020218993815144,-15.02035446884014,-15.0204674688469,-15.020561722393108,-15.020640339476667,-15.020705914153428,-15.02076061013091,-15.020806232162178
22,0,-1.7999136176602337,-3.6060413508783205,-5.289468033365064,-6.7937161141613815,-8.103847863788285,-9.226766539161373,-10.179509666589517,-10.982687154049932,-11.657038076699271,-12.221789620675251,-12.694009317593922,-13.088475043222257,-13.41779430121991,-13.692627396202017,-13.921939512289306,-14.113245560607412,-14.272832309435803,-14.405952825401053,-14.516993302752057,-14.609614553726578,-14.68687119528934,-14.751311645171771,-14.805061817525038,-14.849895076464888,-14.887290654971093,-14.918482416961426,-14.944499546947354,-14.966200497777445,-14.984301310659625,-14.999399238985452,-15.011992454011434,-15.022496481900385,-15.031257914133954,-15.038565843515075,-15.044661403020326,-15.04974572220541,-15.053986563673993,-15.057523858577348,-15.060474323789789,-15.062935313106253,-15.064988029535083,-15.066700204678806,-15.06812833361145,-15.06931953899464,-15.070313125940777,-15.071141878927849,-15.071833143558717,-15.072409728858991,-15.07289065988546,-15.073291805478506,-15.073626401871673,-15.073905489435537,-15.074138276966721,-15.07433244554207,-15.074494401964145,-15.074629490160575,-15.074742167512818,-15.074836151932212,-15.07491454453651,-15.07497993197463,-15.075034471775988,-15.075079963540405
23,0,-1.8362843487506806,-3.660728548842609,-5.352681971852105,-6.860203882860517,-8.170872438251257,-9.292987260672088,-10.244351181105836,-11.045981377345397,-11.718822286220728,-12.282194653618683,-12.753199568457022,-13.146617808861302,-13.475045370504866,-13.749125346193837,-13.977804464035438,-14.168580063147242,-14.327723112066014,-14.460472905432468,-14.571203845018074,-14.66356675116462,-14.74060782762094,-14.804868434843574,-14.858468580534003,-14.903176692251554,-14.940467880415959,-14.971572567841207,-14.997517067583596,-15.019157436799528,-15.037207718145963,-15.05226349787125,-15.064821556591376,-15.075296260497135,-15.084033233517339,-15.09132076140841,-15.097399303983364,-15.102469429308712,-15.106698431647693,-15.110225851507353,-15.113168079924625,-15.115622198912572,-15.117669184785717,-15.119376580060706,-15.120800722094653,-15.121988601997133,-15.122979415152729,-15.123805854515208,-15.124495189346893,-15.125070164997549,-15.125549753411827,-15.125949779129192,-15.126283441431692,-15.126561749868525,-15.126793887528196,-15.126987514044327,-15.127149018333656,-15.127283729405208,-15.127396092196788,-15.127489814240457,-15.1275679879966,-15.12763319289302,-15.12768758043595,-15.127732945201295
